Age,Language,Sex,Marital,Has-Credit,Field,Month-of-birth,Day-of-birth,Region,Number_of_credits,Linked-cards,INPS_mln_sum,INPS-yes-no,Score-level,Score-class,Score_point,Changed-phone-number,class-label
1,2,0,6,1,4,4,2,14,2,1,1,0,4,4,19,1,0
1,2,1,4,2,1,5,1,2,2,0,2,0,0,7,35,3,1
0,1,1,4,1,14,5,1,5,2,2,2,0,1,8,10,2,0
0,2,1,2,2,18,9,1,10,2,1,3,0,2,10,12,0,1
1,1,0,1,1,21,1,1,9,2,1,2,0,1,7,23,2,0
1,1,1,1,2,21,11,2,13,2,3,3,1,1,9,-1,2,0
1,2,1,7,1,17,7,1,7,1,1,3,0,4,5,35,1,1
0,2,1,2,1,11,1,1,8,1,2,1,1,4,4,79,3,0
0,2,0,1,2,13,2,1,11,1,3,2,1,3,2,88,2,1
1,1,0,5,1,21,10,2,2,2,1,2,1,3,9,23,1,1
0,2,1,4,1,2,8,2,4,2,2,2,1,1,11,42,1,1
0,1,0,1,1,22,11,2,6,2,2,2,1,3,0,74,3,1
1,1,0,6,1,21,7,2,6,1,4,2,1,1,8,48,0,0
1,1,0,1,2,17,5,2,9,2,2,2,1,1,2,47,2,0
0,2,0,5,2,20,2,1,12,1,3,2,0,0,3,42,3,1
0,2,1,2,1,2,6,2,10,2,1,2,0,3,8,60,3,1
1,2,0,7,2,1,8,2,8,2,1,3,0,3,11,53,3,0
1,2,1,7,1,11,12,1,13,2,3,0,1,2,2,32,1,1
0,1,1,6,1,15,11,2,6,2,1,2,1,2,7,51,1,1
1,1,0,2,2,5,2,2,1,2,4,3,0,1,2,73,1,0
0,1,1,1,1,12,6,1,2,2,3,2,1,1,4,36,2,0
1,1,0,6,1,14,12,2,0,2,2,3,0,1,4,32,2,1
1,1,1,3,1,18,5,1,4,2,1,3,0,2,8,40,3,0
0,1,0,7,2,12,5,1,14,2,4,3,0,0,9,91,0,1
0,2,0,3,2,21,12,1,12,2,3,2,1,3,9,40,3,0
0,1,0,1,1,15,3,2,14,2,0,2,0,1,7,43,1,0
1,1,1,5,1,22,12,2,12,1,1,1,0,1,0,57,0,1
0,1,1,1,1,5,5,1,0,2,3,2,1,3,11,58,3,1
1,2,1,3,1,14,6,2,13,2,4,2,1,1,5,33,2,0
0,2,0,3,1,14,2,2,2,2,2,3,1,0,2,37,2,1
1,2,0,6,2,6,3,2,7,2,1,3,1,0,7,41,2,0
1,2,1,2,1,20,8,2,3,2,3,2,1,4,3,26,2,1
1,2,0,1,1,1,6,1,4,2,1,2,1,2,6,49,1,1
0,2,0,5,1,13,3,2,12,1,2,2,1,1,7,25,3,0
1,1,0,6,1,8,11,1,0,2,3,3,0,1,4,38,3,1
0,1,1,3,2,16,5,2,10,2,2,3,0,3,0,44,0,1
1,2,1,7,2,12,10,2,12,2,3,2,1,0,2,90,0,0
1,2,1,6,1,13,9,2,13,1,0,3,0,1,4,43,0,1
1,1,0,3,2,18,7,1,10,2,4,2,0,0,8,22,1,0
1,2,0,1,1,22,12,1,9,1,2,3,0,0,2,77,1,0
0,1,1,7,1,0,4,1,10,2,1,2,1,4,4,28,2,0
0,2,0,3,2,22,12,1,9,2,0,3,0,1,2,130,0,0
0,1,1,5,2,15,8,1,2,2,3,1,1,2,8,72,2,1
0,2,0,1,2,15,6,1,3,2,4,2,0,1,5,42,0,1
0,2,1,1,2,4,2,1,13,2,0,2,1,3,8,21,0,1
1,2,0,3,1,19,5,1,4,2,1,3,0,1,2,37,0,1
0,1,1,2,2,6,8,2,3,1,2,1,0,4,0,87,3,0
0,2,0,3,2,0,7,1,12,2,3,2,1,4,3,47,0,1
0,2,0,1,1,20,6,2,1,2,3,2,0,2,6,42,3,0
0,2,0,7,1,2,6,1,8,2,4,3,1,1,10,57,1,0
1,1,0,3,2,16,3,1,1,2,3,1,0,1,8,43,3,0
0,1,1,7,2,19,11,1,13,2,2,2,0,2,5,65,0,1
1,2,0,5,1,15,12,2,10,2,0,1,0,4,0,85,3,0
1,1,0,2,1,20,4,1,1,2,4,1,1,3,8,52,1,1
1,1,1,4,1,18,8,1,8,2,3,2,1,1,8,43,0,0
0,1,1,5,2,16,1,1,5,2,1,2,1,4,11,51,1,1
0,1,0,7,1,20,4,1,11,2,2,2,1,1,0,37,1,0
1,1,0,7,1,14,8,1,5,1,2,2,1,0,5,63,2,1
0,1,0,5,1,13,2,1,14,2,1,3,0,0,10,83,0,1
1,1,1,6,1,14,12,2,1,2,2,1,1,3,6,25,2,0
1,2,1,6,1,11,3,2,2,2,1,2,1,2,4,29,0,1
0,1,0,4,1,8,5,1,2,1,2,2,1,1,9,27,3,1
1,2,0,7,1,21,7,1,2,2,1,2,0,2,0,86,1,1
0,1,0,7,2,15,12,1,13,2,3,3,0,2,8,75,1,1
1,2,1,6,1,20,1,2,5,2,1,2,0,4,7,132,0,0
1,1,0,7,2,4,4,1,10,2,0,2,1,0,9,67,0,0
1,1,1,1,2,13,4,1,0,2,3,1,1,3,2,28,0,1
1,2,0,2,2,20,8,2,14,2,0,2,0,4,4,52,2,1
0,2,1,4,1,13,4,1,2,2,1,2,1,3,0,43,1,0
1,2,0,1,1,18,1,2,2,2,1,3,0,0,9,53,0,0
1,2,0,6,1,17,8,1,3,2,0,2,1,1,10,78,3,0
1,1,1,5,1,9,5,1,14,2,1,3,0,0,10,28,3,0
0,2,1,5,2,1,10,2,14,2,4,3,0,4,4,29,0,1
1,1,0,2,1,14,1,1,10,2,3,1,0,0,6,69,1,0
0,2,0,4,2,17,4,1,3,2,2,2,1,1,6,54,0,0
1,2,0,1,1,4,7,1,3,2,2,3,1,3,2,61,0,1
1,2,0,1,2,3,4,1,1,2,4,2,0,3,4,59,0,1
1,1,0,4,2,10,5,1,0,2,2,2,0,3,2,52,0,0
0,1,1,7,2,0,5,1,5,2,0,2,1,4,5,21,1,0
0,2,0,4,1,1,3,1,9,2,3,2,0,0,3,149,3,0
0,1,1,2,1,20,2,1,13,2,3,2,0,1,2,34,1,1
1,2,0,6,2,8,12,1,8,2,0,3,0,2,6,76,0,0
