LIMIT_BAL,SEX,EDUCATION,MARITAL,AGE,PAY0,PAY2,PAY3,PAY4,PAY5,PAY6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,class-label
54433,2,2,2,29,2,0,7,0,3,0,74536,83903,46416,85621,40544,32206,12604,6584,3581,14893,10744,23208,0
174016,1,2,2,33,0,0,-2,0,0,-2,127422,116730,198562,136888,136186,83040,16173,30943,14239,4346,18059,19029,0
412493,1,3,1,47,-2,2,2,-2,-2,8,102916,33488,70546,61936,72408,42930,3633,14867,9808,9475,2192,4729,1
248105,1,1,1,53,3,8,3,5,-2,3,120277,32263,149546,73246,56259,61837,5246,14281,21374,276,14878,11852,1
421049,2,1,1,47,-2,2,0,4,-2,-2,139716,98518,205441,68093,95682,82272,16123,39077,13010,5179,8788,16530,0
170146,2,1,1,39,-2,0,8,0,0,0,53728,88364,86744,105435,92681,49542,2216,12245,12665,14895,2778,21422,0
251548,1,2,1,44,0,0,0,0,0,-1,13290,11371,-39762,4015,19396,-4044,1958,6884,11859,14969,3209,3979,0
451386,2,4,1,37,3,2,3,4,2,-2,269218,220832,175852,156379,205342,184761,37106,24065,38583,18902,6977,1646,1
245276,1,2,2,28,0,-1,0,0,0,-1,51926,53226,55682,26381,39684,37217,10254,16420,8030,441,15724,5623,0
253164,1,3,1,43,0,0,0,-1,0,0,58651,37280,15133,52905,40721,36411,14183,15568,21125,17543,4376,2045,0
294119,1,1,2,25,1,-1,0,0,0,4,131693,45822,74085,100536,99103,77422,9658,354,17047,17306,225,5851,0
342790,2,2,2,35,0,-1,0,1,0,0,73714,44776,61819,28609,25538,16629,853,15076,13291,11241,669,11818,0
245957,2,3,1,52,-2,5,7,6,0,0,117977,148927,134728,97495,140831,101096,13616,9307,2442,1609,22453,16123,0
224568,2,1,1,37,0,-1,-1,-1,-1,-1,17923,52388,59507,3049,42213,32046,28681,20933,15262,2195,17441,8054,0
263334,2,3,1,55,7,-1,-1,2,0,0,107710,144042,187334,87932,129323,86174,36501,25057,4338,6995,14365,7121,0
79911,1,6,1,55,0,-1,0,8,6,0,65770,87638,100262,24250,88487,74063,36462,10426,5228,19465,23823,20823,0
248438,1,3,1,55,8,-1,0,-1,-2,-2,73880,102957,65645,15094,68004,56712,12732,15133,11810,8852,21213,8707,0
453807,1,5,2,40,-2,-2,-2,-2,-1,-2,95216,-3066,84686,20193,28928,25973,15718,26074,4795,12728,21838,24656,0
46263,1,2,1,50,0,0,0,0,0,0,93683,21929,76507,42107,48895,25293,16740,2711,2796,8357,4624,19145,0
361283,2,1,1,52,-1,-1,-1,-1,-1,-1,48783,40132,17928,6274,-14988,14846,17526,18066,16641,8332,1881,21314,0
115910,2,2,1,41,0,2,2,0,-1,-1,51884,16151,84001,56447,56571,15929,7645,23265,14598,2720,7598,1120,0
59863,1,1,1,24,-1,-1,0,0,0,0,25342,29158,46708,42095,68268,33417,16635,9655,6684,5937,8495,7929,0
103392,1,1,2,22,0,0,0,0,0,0,33047,-1268,37409,-258,44913,-3369,6729,2603,6435,2009,2214,3325,0
425508,2,6,1,45,5,-1,2,-1,-1,-1,84821,111311,88924,96808,47168,63867,14977,27808,25291,22194,13276,13976,0
372611,2,1,2,44,8,2,2,2,2,0,44216,65042,46684,74312,55756,68282,19783,18739,15077,12859,11365,5089,0
248045,1,1,1,42,-1,-1,-1,-1,-1,-1,3300,6461,1900,-6781,20216,11641,4260,5626,7923,611,11944,6982,0
454941,2,3,2,36,-1,-1,-1,-1,-1,-1,22583,-10286,20838,-7717,17396,-29641,12653,499,17384,9305,3879,19144,0
597835,2,3,1,52,2,-1,0,0,-1,-1,49652,90650,7045,7964,18552,22230,19956,6085,8179,13221,4606,20770,1
367351,1,2,2,21,-1,-1,-1,-1,-2,-1,24410,16808,23389,34547,48740,41476,14184,5086,9079,15305,19672,9897,0
101803,2,1,1,41,-1,8,-1,0,-1,0,57382,79513,66603,106980,94686,108857,20776,11909,22498,7730,4374,21066,0
266809,1,2,2,28,-1,-1,-1,-1,-1,-1,17988,36043,27745,30026,36854,44155,12525,10130,15339,11910,8945,8657,0
64424,2,2,1,53,0,0,0,2,-1,0,70129,54365,40373,32342,42679,58922,6896,10309,11418,7641,5042,17851,0
189951,1,1,1,37,0,0,0,0,0,0,17637,35558,31484,20054,18663,25986,8072,3974,7271,960,1114,10663,0
308233,1,2,2,24,-1,-1,-1,-1,-1,-1,46902,25385,40401,386,5419,4489,4976,10705,8602,10512,6935,9583,1
390874,2,1,2,34,-1,-1,-1,-1,-1,-1,42040,28741,46318,40357,40923,44422,8456,17656,17394,15343,13288,6899,0
140936,2,1,1,32,2,2,0,0,0,0,15463,32977,44900,30353,48646,26447,5992,9743,8618,19412,930,5029,1
