age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,class-label
1,Local-gov,108532.484,HS-grad,9.0,Divorced,Other-service,Not-in-family,0,0,0.0,0.0,40.0,United-States,0
1,Self-emp-not-inc,509608.7,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,1,0,0.0,0.0,40.0,United-States,1
1,Private,124516.32,12th,8.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,50.0,United-States,0
1,Private,191326.58,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,1,0,0.0,0.0,10.0,United-States,0
1,Private,120396.18,Some-college,10.0,Never-married,Other-service,Own-child,0,0,0.0,0.0,25.0,United-States,0
1,Private,184447.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,1,1,0.0,0.0,40.0,Mexico,0
0,Private,299731.97,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,1,1,99999.0,0.0,99.0,United-States,1
1,Private,24855.988,Prof-school,13.0,Never-married,Prof-specialty,Not-in-family,1,1,0.0,0.0,50.0,United-States,0
0,Private,300757.53,Assoc-voc,13.0,Never-married,Prof-specialty,Own-child,1,1,0.0,0.0,40.0,United-States,0
0,Private,34083.99,Some-college,10.0,Never-married,Sales,Own-child,1,0,0.0,0.0,1.0,United-States,0
1,Private,30019.52,HS-grad,9.0,Never-married,Other-service,Unmarried,1,0,0.0,0.0,40.0,United-States,0
1,Private,236614.1,HS-grad,9.0,Never-married,Other-service,Not-in-family,1,1,0.0,0.0,40.0,United-States,0
1,Private,170030.64,HS-grad,10.0,Divorced,Adm-clerical,Unmarried,1,0,0.0,0.0,52.0,United-States,0
0,Private,436373.66,Doctorate,14.0,Never-married,Prof-specialty,Own-child,1,1,0.0,0.0,45.0,United-States,0
1,Private,172637.0,HS-grad,10.0,Married-spouse-absent,Craft-repair,Not-in-family,0,1,0.0,0.0,40.0,United-States,1
0,Local-gov,13769.0,HS-grad,9.0,Never-married,Protective-serv,Own-child,1,1,0.0,0.0,1.0,United-States,0
0,Federal-gov,121667.375,Masters,12.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,99.0,United-States,0
1,Private,139730.39,11th,9.0,Married-civ-spouse,Other-service,Husband,1,1,0.0,0.0,40.0,Vietnam,0
1,Private,142250.4,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,1,1,0.0,0.0,40.0,United-States,1
1,Private,216810.83,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,0,1,0.0,0.0,40.0,United-States,1
1,Private,208049.9,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,1,1,0.0,0.0,40.0,United-States,0
0,Self-emp-inc,213163.06,Bachelors,12.0,Married-civ-spouse,Sales,Husband,1,1,0.0,0.0,55.0,United-States,0
1,Private,13769.0,Some-college,10.0,Never-married,Tech-support,Not-in-family,1,1,0.0,0.0,50.0,United-States,0
1,Private,103874.875,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,1,1,0.0,0.0,40.0,United-States,0
1,Self-emp-inc,13769.0,Assoc-acdm,10.0,Married-civ-spouse,Farming-fishing,Husband,1,1,0.0,0.0,50.0,United-States,1
1,Local-gov,161729.56,Some-college,10.0,Divorced,Adm-clerical,Unmarried,1,0,0.0,0.0,40.0,United-States,0
