age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,class-label
1,management,single,tertiary,no,379.61484,yes,yes,cellular,5.0,feb,90.0,1.0,831.0,2.0,failure,0
1,management,single,tertiary,no,826.95264,no,no,cellular,20.0,aug,115.70965,1.0,-1.0,0.0,unknown,0
1,services,married,secondary,no,803.1987,yes,no,unknown,16.0,may,342.92447,1.0,-1.0,0.0,unknown,0
1,admin.,married,secondary,no,102127.0,no,no,cellular,20.0,aug,79.0,3.0,-1.0,0.0,unknown,0
1,self-employed,married,secondary,no,833.77,no,no,cellular,29.0,jan,191.0,1.0,-1.0,0.0,unknown,0
1,blue-collar,married,primary,no,446.94864,no,no,cellular,15.0,jul,271.0,1.0,-1.0,0.0,unknown,1
1,admin.,single,primary,no,-3058.0,no,no,cellular,28.0,nov,228.14642,3.0,-1.0,0.0,unknown,0
1,admin.,married,secondary,no,102127.0,no,yes,cellular,1.0,jul,200.0,1.0,-1.0,0.0,unknown,0
1,blue-collar,married,primary,no,4182.3804,no,no,unknown,21.0,oct,93.0,1.0,-1.0,0.0,unknown,0
1,blue-collar,married,primary,no,742.53644,yes,yes,cellular,12.0,jul,566.6845,1.0,-1.0,0.0,unknown,0
1,services,married,secondary,no,453.26727,yes,yes,cellular,16.0,jul,530.4362,1.0,-1.0,0.0,unknown,0
0,retired,married,unknown,no,2005.9589,no,no,cellular,1.0,oct,3785.0,1.0,-1.0,0.0,unknown,1
1,blue-collar,married,secondary,no,533.5239,yes,yes,cellular,7.0,may,147.02702,1.0,186.0,275.0,failure,0
1,management,single,secondary,no,164.157,yes,no,unknown,13.0,jun,451.8786,2.0,-1.0,0.0,unknown,0
1,technician,married,secondary,no,442.5494,no,yes,cellular,15.0,jul,0.0,18.0,-1.0,0.0,unknown,0
1,services,married,secondary,no,430.0,yes,no,cellular,19.0,jul,185.77194,3.0,-1.0,0.0,unknown,0
1,technician,married,tertiary,no,1459.6731,yes,no,cellular,30.0,apr,194.51851,3.0,257.06348,3.0,failure,1
1,unemployed,single,secondary,no,1331.357,yes,no,cellular,22.0,jul,320.43445,1.0,-1.0,0.0,unknown,1
1,blue-collar,single,primary,no,224.02258,yes,no,cellular,14.0,may,474.41226,1.0,831.0,275.0,failure,0
1,admin.,married,secondary,no,246.0,yes,no,cellular,1.0,aug,190.0,6.0,-1.0,0.0,unknown,0
1,management,married,primary,no,960.9455,yes,no,unknown,6.0,may,3785.0,2.0,-1.0,0.0,unknown,1
1,management,married,tertiary,no,3650.197,no,no,cellular,18.0,nov,104.18203,4.0,-1.0,0.0,unknown,0
1,blue-collar,married,secondary,no,0.0,no,yes,unknown,20.0,may,59.0,3.0,-1.0,0.0,unknown,0
1,admin.,married,secondary,no,0.0,yes,yes,cellular,13.0,jul,225.61583,1.0,-1.0,0.0,unknown,0
1,blue-collar,single,primary,no,4659.576,no,yes,unknown,17.0,may,113.0,1.0,-1.0,0.0,unknown,0
1,technician,married,secondary,no,63.932465,no,yes,cellular,21.0,jul,269.0,5.0,-1.0,0.0,unknown,0
1,admin.,single,secondary,no,591.2944,no,no,cellular,2.0,aug,228.10864,3.0,254.0,5.6382413,other,0
1,entrepreneur,married,secondary,no,-3058.0,no,no,cellular,15.0,apr,278.0,1.0,-1.0,0.0,unknown,0
1,technician,married,secondary,no,174.9008,yes,yes,cellular,12.0,jul,217.0,1.0,-1.0,0.0,unknown,0
1,unemployed,single,tertiary,no,79.547485,no,no,unknown,6.0,jun,291.07446,3.0,-1.0,0.0,unknown,0
1,blue-collar,married,secondary,no,449.8475,yes,yes,unknown,5.0,may,110.0,1.0,-1.0,0.0,unknown,0
1,retired,married,secondary,no,1519.4113,no,no,telephone,29.0,jul,317.2197,2.0,-1.0,0.0,unknown,0
1,admin.,single,tertiary,no,802.7462,no,no,telephone,16.0,may,80.62095,1.0,-1.0,0.0,unknown,0
1,admin.,married,secondary,no,525.2842,yes,no,unknown,17.0,may,74.79302,1.0,-1.0,0.0,unknown,0
1,management,married,tertiary,no,518.1518,yes,yes,cellular,12.0,apr,268.0,1.0,-1.0,0.0,unknown,0
1,blue-collar,married,secondary,no,1317.838,yes,yes,cellular,29.0,jul,0.0,50.0,-1.0,0.0,unknown,0
1,blue-collar,married,secondary,no,598.9259,yes,no,unknown,18.0,may,180.0,1.0,-1.0,0.0,unknown,0
1,self-employed,married,tertiary,no,438.49936,no,no,cellular,11.0,aug,245.0,2.0,-1.0,0.0,unknown,0
1,services,married,secondary,no,3185.4429,yes,no,unknown,1.0,jun,176.94875,1.0,-1.0,0.0,unknown,0
1,management,single,tertiary,no,573.6603,no,no,cellular,18.0,oct,215.0,3.0,-1.0,0.0,unknown,1
1,services,single,tertiary,no,965.73914,yes,no,unknown,16.0,may,337.0,1.0,-1.0,0.0,unknown,0
1,self-employed,married,tertiary,no,505.01562,yes,no,unknown,12.0,may,413.44446,2.0,-1.0,0.0,unknown,0
1,entrepreneur,married,tertiary,no,67.51627,no,no,unknown,13.0,may,233.0,1.0,-1.0,0.0,unknown,0
1,admin.,single,secondary,no,102127.0,no,no,telephone,17.0,jul,163.0,4.0,-1.0,0.0,unknown,0
1,technician,married,tertiary,no,-3058.0,no,no,unknown,1.0,may,79.0,1.0,-1.0,0.0,unknown,0
1,services,married,secondary,no,202.0,yes,no,cellular,27.119095,jul,791.0775,1.0,-1.0,0.0,unknown,0
1,unemployed,married,secondary,no,102127.0,no,no,cellular,23.0,apr,80.0,1.0,182.0,8.0,failure,0
1,technician,single,secondary,no,728.43646,no,no,unknown,1.0,jun,194.0,2.0,-1.0,0.0,unknown,0
