age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,class-label
39,retired,married,tertiary,no,1700,yes,no,cellular,29,oct,369,3,182,4,failure,no
53,admin.,married,secondary,no,-2712,no,no,cellular,9,may,256,3,114,1,unknown,no
42,management,married,primary,no,-2255,no,yes,cellular,9,aug,259,4,39,3,unknown,no
41,blue-collar,married,primary,no,2863,yes,no,cellular,11,oct,675,1,122,2,success,no
27,management,married,tertiary,no,1367,yes,no,cellular,19,dec,139,4,74,1,unknown,no
38,management,single,tertiary,no,2962,yes,no,unknown,22,oct,355,3,204,1,unknown,no
54,management,married,primary,no,115,yes,no,unknown,27,may,491,5,36,1,unknown,no
41,management,married,tertiary,no,247,yes,no,cellular,29,jul,362,5,75,1,other,no
23,admin.,married,secondary,no,912,no,no,cellular,6,may,433,5,32,0,unknown,no
30,management,single,tertiary,no,-249,yes,no,cellular,7,may,516,3,21,0,unknown,no
63,retired,married,secondary,no,254,yes,yes,telephone,24,jul,96,2,25,2,failure,no
48,retired,married,secondary,no,-1221,yes,no,unknown,8,may,531,3,127,2,unknown,no
37,blue-collar,married,primary,no,-486,yes,no,cellular,20,may,26,1,132,2,unknown,no
37,management,single,secondary,no,3898,no,yes,cellular,22,jul,26,5,125,1,unknown,no
44,technician,married,primary,no,2892,no,no,cellular,17,may,267,5,119,2,unknown,no
50,technician,married,tertiary,no,2529,no,no,unknown,13,may,549,4,48,1,unknown,no
24,services,single,secondary,no,149,no,no,cellular,15,jan,284,4,62,1,unknown,no
62,management,married,primary,no,-2811,yes,no,cellular,6,jul,77,5,70,1,unknown,no
38,services,single,secondary,no,1667,yes,no,cellular,15,may,338,1,75,1,unknown,no
38,services,married,secondary,no,-578,no,no,unknown,15,may,224,1,35,1,unknown,no
47,management,single,primary,no,3264,no,no,unknown,11,jun,418,6,56,1,unknown,no
37,blue-collar,single,secondary,no,3133,yes,no,cellular,11,may,376,4,167,4,failure,yes
66,blue-collar,married,secondary,no,2293,no,no,cellular,22,aug,350,7,13,1,unknown,no
52,blue-collar,married,secondary,no,-306,no,no,cellular,13,aug,153,6,5,0,unknown,no
42,technician,married,tertiary,no,792,no,no,unknown,7,may,369,4,24,1,unknown,no
61,technician,single,secondary,no,1372,no,no,cellular,21,aug,201,5,38,1,unknown,no
46,admin.,single,secondary,no,2081,no,no,cellular,17,aug,444,7,42,1,unknown,no
58,admin.,married,tertiary,no,4379,yes,no,cellular,23,may,160,8,92,3,failure,yes
45,unemployed,married,primary,no,2003,yes,no,cellular,18,apr,650,3,35,1,unknown,no
36,blue-collar,married,secondary,no,551,yes,no,cellular,6,may,203,5,5,0,unknown,no
36,admin.,single,secondary,no,1187,no,no,cellular,16,jul,405,3,13,0,unknown,yes
65,retired,married,primary,no,2047,no,yes,cellular,22,nov,140,2,3,0,unknown,no
52,blue-collar,married,primary,no,1994,yes,no,cellular,24,may,339,2,10,0,unknown,no
35,blue-collar,married,primary,no,1201,yes,no,cellular,18,jul,335,2,2,0,unknown,no
34,blue-collar,married,primary,no,813,no,no,unknown,24,aug,236,4,2,0,unknown,no
35,self-employed,single,tertiary,no,1578,no,no,cellular,12,may,135,3,7,0,unknown,no
32,management,married,secondary,no,494,no,yes,unknown,15,jul,706,3,4,1,unknown,yes
42,technician,single,secondary,no,2264,no,yes,cellular,11,jun,532,2,14,0,unknown,yes
49,management,married,secondary,no,638,yes,no,unknown,16,may,250,3,2,1,unknown,no
45,technician,married,secondary,no,1635,yes,no,cellular,4,apr,50,5,1,1,unknown,no
56,services,married,secondary,no,1263,yes,no,unknown,15,may,225,1,2,0,unknown,no
51,management,married,primary,no,2242,yes,no,unknown,19,may,125,5,0,1,unknown,no
41,blue-collar,married,secondary,no,2932,yes,no,unknown,16,apr,5,2,2,1,unknown,no
66,technician,married,secondary,no,362,no,no,cellular,18,jun,270,4,9,0,unknown,no
47,management,single,primary,no,203,no,no,unknown,24,jul,196,6,4,1,unknown,no
41,admin.,married,unknown,no,220,yes,no,cellular,3,may,526,4,5,0,unknown,no
40,technician,single,secondary,no,681,no,no,cellular,11,jun,292,2,4,0,unknown,yes
42,blue-collar,married,secondary,no,220,yes,no,unknown,13,may,403,4,2,1,unknown,no
24,admin.,single,secondary,no,203,yes,no,cellular,5,may,520,4,7,0,unknown,no
24,admin.,married,secondary,no,239,yes,no,cellular,13,nov,561,5,7,0,unknown,yes
35,technician,single,tertiary,no,498,no,no,cellular,16,may,495,2,1,0,unknown,no
27,blue-collar,single,primary,no,251,yes,no,cellular,4,may,336,3,-1,1,unknown,no
37,technician,married,secondary,no,764,no,no,cellular,30,aug,291,7,5,0,unknown,no
44,management,married,secondary,no,218,yes,no,unknown,23,may,319,7,3,1,unknown,yes
25,admin.,married,secondary,no,279,yes,no,unknown,28,jul,370,4,11,0,unknown,no
38,retired,married,secondary,no,464,no,yes,cellular,12,jul,293,3,15,1,unknown,no
18,technician,married,tertiary,no,670,yes,no,cellular,17,jul,337,6,3,0,unknown,no
38,management,single,tertiary,no,2217,yes,yes,unknown,27,may,452,2,15,0,unknown,no
41,blue-collar,married,tertiary,no,1724,yes,no,cellular,16,may,533,3,18,1,unknown,no
47,management,married,tertiary,no,634,no,no,cellular,11,nov,262,2,13,1,unknown,no
45,management,married,tertiary,no,524,no,no,cellular,15,jul,357,5,20,1,unknown,no
35,management,married,secondary,no,493,no,no,cellular,2,jul,246,3,7,1,unknown,no
39,services,married,secondary,no,532,yes,no,telephone,18,may,260,1,-1,0,unknown,no
48,management,married,tertiary,no,1696,no,no,cellular,2,jul,514,2,38,1,unknown,no
44,services,single,secondary,no,539,no,no,cellular,22,jul,271,2,16,1,unknown,no
31,blue-collar,married,secondary,no,1419,yes,no,cellular,10,may,338,4,7,1,unknown,no
28,technician,single,tertiary,no,1135,no,no,cellular,12,feb,345,2,11,1,unknown,no
33,technician,married,tertiary,no,180,no,no,unknown,13,may,317,1,5,1,unknown,no
25,management,married,secondary,no,-2118,yes,no,unknown,28,may,514,3,5,1,unknown,no
25,blue-collar,single,secondary,no,-3144,yes,yes,unknown,21,may,478,1,2,1,unknown,no
38,management,single,tertiary,no,-77,no,no,unknown,28,may,398,3,8,1,unknown,no
29,management,single,tertiary,no,4755,no,no,cellular,9,jul,106,3,7,1,unknown,no
42,admin.,married,secondary,no,2961,no,no,cellular,29,nov,204,4,5,1,unknown,no
39,management,married,secondary,no,2230,yes,no,cellular,30,jul,273,2,3,1,unknown,no
48,technician,single,tertiary,no,555,yes,no,cellular,18,aug,227,3,5,0,unknown,no
56,blue-collar,married,primary,no,90,no,no,cellular,17,aug,182,4,0,0,unknown,no
46,technician,single,tertiary,no,1319,yes,no,unknown,3,jun,232,7,10,0,unknown,no
47,management,married,primary,no,815,no,no,unknown,16,jun,199,5,5,0,unknown,no
36,blue-collar,married,unknown,no,1486,yes,no,unknown,12,may,150,4,15,0,unknown,no
43,services,married,secondary,no,1160,yes,yes,cellular,21,jul,259,2,3,0,unknown,no
25,services,married,secondary,no,566,no,no,cellular,16,aug,150,4,15,0,unknown,no
67,retired,married,tertiary,no,1772,no,no,cellular,21,may,249,3,10,0,unknown,no
65,blue-collar,married,tertiary,no,1703,yes,no,cellular,19,may,283,5,2,0,unknown,no
50,management,married,secondary,no,1476,no,no,unknown,11,jul,129,1,10,0,unknown,no
43,technician,single,secondary,no,849,no,no,cellular,15,jul,208,2,6,0,unknown,no
53,management,married,secondary,no,514,no,no,cellular,14,may,147,2,4,0,unknown,no
40,housemaid,single,secondary,no,1281,yes,yes,unknown,25,jul,210,2,9,0,unknown,no
43,management,single,primary,no,981,yes,no,cellular,12,jul,225,4,4,0,unknown,no
55,admin.,married,tertiary,no,974,no,no,cellular,21,aug,185,3,10,0,unknown,no
44,management,married,secondary,no,1180,yes,no,unknown,20,jul,205,1,11,0,unknown,no
30,admin.,single,secondary,no,-61,yes,no,cellular,17,may,181,3,6,0,unknown,no
40,blue-collar,married,secondary,no,1670,yes,yes,unknown,9,jun,258,2,12,0,unknown,no
52,blue-collar,single,secondary,no,1033,no,no,cellular,5,nov,17,2,5,0,unknown,no
47,blue-collar,married,tertiary,no,2121,yes,no,unknown,27,jul,277,4,3,0,unknown,no
55,management,single,tertiary,no,-236,no,no,cellular,21,aug,63,3,0,0,unknown,no
54,technician,married,secondary,no,-55,no,no,cellular,18,jul,179,3,5,0,unknown,no
53,blue-collar,married,tertiary,no,1685,yes,no,cellular,16,may,199,2,7,0,unknown,no
32,technician,single,secondary,no,695,no,no,unknown,12,may,188,5,9,0,unknown,no
31,technician,married,tertiary,no,1382,yes,no,cellular,24,may,269,3,14,0,unknown,no
50,admin.,married,secondary,no,1230,yes,no,unknown,10,may,193,1,18,0,unknown,no
42,blue-collar,married,secondary,no,832,yes,no,unknown,23,may,182,3,10,0,unknown,no
30,blue-collar,married,secondary,no,890,no,no,cellular,9,may,176,2,11,0,unknown,no
45,blue-collar,single,primary,no,1745,yes,yes,unknown,18,jul,55,2,7,0,unknown,no
57,services,single,secondary,no,-157,no,no,cellular,9,jun,391,2,2,0,unknown,no
47,management,married,secondary,no,341,yes,no,cellular,20,jul,319,2,6,1,unknown,no
49,blue-collar,married,secondary,no,1245,yes,no,cellular,5,may,249,2,10,0,unknown,no
38,technician,married,secondary,no,1884,no,no,cellular,27,jul,82,3,17,0,unknown,no
44,technician,married,secondary,no,685,no,no,unknown,16,jul,91,3,9,0,unknown,no
25,management,single,tertiary,no,826,no,no,cellular,24,jul,311,3,8,1,unknown,no
34,services,married,secondary,no,501,yes,no,unknown,16,jun,196,2,3,1,unknown,no
21,services,single,tertiary,no,1127,yes,no,cellular,14,feb,346,3,8,0,unknown,no
33,student,married,tertiary,no,2201,yes,no,cellular,6,may,82,3,10,0,unknown,no
42,services,single,secondary,no,32,no,no,cellular,17,may,420,2,2,1,unknown,no
56,services,married,tertiary,no,-31,no,no,cellular,17,aug,289,2,7,0,unknown,no
42,technician,single,unknown,no,1679,no,no,cellular,12,may,150,2,16,0,unknown,no
41,blue-collar,married,secondary,no,672,no,no,unknown,5,may,250,3,7,1,unknown,no
33,blue-collar,single,tertiary,no,-387,no,no,cellular,17,feb,386,2,1,0,unknown,no
61,blue-collar,married,secondary,no,-79,no,no,unknown,1,may,274,2,6,1,unknown,no
33,services,married,tertiary,no,1142,no,no,cellular,5,jul,95,3,13,0,unknown,no
