LIMIT_BAL,SEX,EDUCATION,MARITAL,AGE,PAY0,PAY2,PAY3,PAY4,PAY5,PAY6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,class-label
60000.0,0,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,56048.566,104118.19,133623.45,78766.34,79873.05,699944.0,5029.0376,3210.0225,4912.423,5989.3667,184353.7,3230.5579,0
800000.0,1,1.0,0.0,1,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,826.93024,-69777.0,-34041.0,-27490.0,-53007.0,-339603.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30000.0,0,1.0,2.0,1,8.0,0.0,-2.0,-2.0,0.0,0.0,-154973.0,-69777.0,0.0,-27490.0,3126.1287,0.0,0.0,0.0,497.6007,0.0,0.0,0.0,1
80000.0,0,2.0,2.0,0,-1.0,-1.0,0.0,0.0,0.0,0.0,12419.552,27584.904,31359.215,10160.988,12465.694,41375.69,2710.8953,2000.0,2224.5159,0.0,2500.0,1500.0,0
50000.0,1,2.0,1.0,1,0.0,0.0,8.0,2.0,0.0,0.0,19461.018,28277.873,10981.585,19442.557,16641.145,27500.016,7198.558,0.0,0.0,0.0,900.0,1000.0,1
200000.0,0,1.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,83866.5,68572.57,39525.996,41262.57,38148.94,8290.214,1498.5186,2000.0,1000.0,1638.4102,0.0,991.90906,0
800000.0,1,0.0,2.0,1,0.0,0.0,0.0,-1.0,-2.0,-2.0,15834.54,17597.283,2422.008,9627.963,1518.8187,3948.5364,873552.0,2763.6592,710.61414,3402.3213,0.0,6200.671,0
50000.0,1,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,105708.18,124548.97,88310.63,68962.57,29150.01,99938.1,3000.0,3696.9749,1005.00214,551.8346,1500.0,3000.0,0
50000.0,1,2.0,1.0,1,0.0,0.0,-2.0,-1.0,-2.0,-2.0,5732.321,199.4184,0.0,-27490.0,0.0,-339603.0,0.0,0.0,0.0,0.0,0.0,0.0,0
170000.0,0,1.0,2.0,1,0.0,-1.0,0.0,0.0,-1.0,-2.0,2500.0,17446.672,0.0,1891.8462,-53007.0,0.0,25266.33,1704.9254,0.0,1378.21,0.0,0.9789766,0
180000.0,0,1.0,1.0,1,0.0,-1.0,0.0,0.0,0.0,0.0,64721.87,126751.52,173464.66,49552.832,68492.6,699944.0,873552.0,4345.286,14000.0,14795.779,426529.0,5765.2446,0
180000.0,0,3.0,2.0,1,0.0,0.0,8.0,0.0,0.0,0.0,46688.65,44695.418,27176.1,45883.562,19742.262,20040.885,7003.9478,2477.9663,0.0,0.0,0.0,1294.3492,0
200000.0,1,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,89529.42,72604.664,47298.867,63435.78,84099.35,51915.566,4300.0,8000.0,9016.246,2518.5352,3114.195,4000.0,0
20000.0,0,2.0,1.0,0,0.0,0.0,2.0,0.0,0.0,-1.0,14560.277,29159.309,4050.2761,5753.2617,597.8645,5392.871,2000.0,0.0,0.0,0.0,1500.0,831.9961,0
200000.0,1,1.0,2.0,1,0.0,0.0,2.0,0.0,0.0,-1.0,1346.683,15867.682,2500.0,9875.602,3398.35,6376.5903,25162.82,817.37463,1500.0,3100.3354,0.0,3443.2114,0
50000.0,0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,35547.33,27612.352,29754.318,18894.352,14705.321,13886.469,2500.0,2000.0,1894.9095,1000.0,0.0,0.0,0
471496.4,1,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,269064.25,67673.78,33471.465,63738.164,135020.97,19082.766,2999.1284,4100.0,5663.7373,3000.0,2000.0,3610.2795,0
50000.0,0,6.0,2.0,1,2.0,0.0,0.0,2.0,7.0,0.0,21886.885,9992.419,47565.6,28444.96,81237.04,19181.186,3199.868,4245.007,1846.9375,1687.8826,258.611,267.9796,0
290000.0,0,1.0,2.0,1,0.0,-2.0,-2.0,-2.0,-1.0,-2.0,-154973.0,0.0,307.88412,-27490.0,-53007.0,-339603.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100000.0,0,6.0,1.0,1,0.0,0.0,0.0,0.0,-2.0,-2.0,57680.07,30462.242,7825.842,26968.332,2916.0532,19810.242,2499.032,10008.169,0.0,1000.0,3940.0393,1600.0,0
400000.0,1,1.0,2.0,1,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,8874.595,1006.744,8909.794,10894.727,8259.806,7724.146,10495.362,6000.0,4000.0,682.6284,1951.6228,2162.9214,0
80000.0,1,2.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,51072.94,22502.889,18402.314,27938.475,36446.113,13900.088,4000.0,5000.0,2984.1372,1684.3882,1906.5773,350.5239,0
120000.0,1,1.0,0.0,1,0.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,-69777.0,6001.299,3411.3083,19108.332,857.89075,0.0,0.0,149.8144,0.0,0.0,3500.0,0
30000.0,1,3.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,16582.898,3305.9897,2091.3953,24032.234,20652.467,1442.5436,2011.3673,1699.8477,1682.5763,1000.0,0.0,879.24457,0
170000.0,0,2.0,1.0,0,-1.0,-2.0,-2.0,-1.0,-2.0,-2.0,-154973.0,-1.9780842,0.0,-27490.0,-53007.0,-339603.0,3101.201,0.0,0.0,0.0,0.0,0.0,0
80000.0,0,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,27252.414,14476.384,4138.8696,19244.816,17154.225,5184.321,1750.1937,2004.0,2000.0,2400.0,1105.3849,1151.8604,0
260000.0,1,2.0,2.0,1,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-154973.0,-69777.0,6002.3403,-29.55252,-53007.0,-339603.0,0.0,0.0,614.42163,0.0,0.0,0.0,0
50000.0,0,2.0,1.0,1,0.0,0.0,-2.0,-2.0,-2.0,-2.0,9472.237,116.66183,-34041.0,-27490.0,-53007.0,147.08766,0.0,0.0,0.0,0.0,0.0,0.0,0
800000.0,1,2.0,1.0,1,0.0,0.0,-1.0,0.0,-2.0,-1.0,35047.016,13027.189,5602.972,13260.212,36374.402,4524.313,2675.0957,7876.409,1043.6106,4000.0,5863.8423,422000.0,0
70000.0,0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,104612.31,87924.96,86960.84,64123.96,25105.713,40562.44,2951.9456,415552.0,3266.4507,2000.0,2000.0,2795.09,0
500000.0,0,3.0,1.0,1,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,9967.517,0.0,2335.3584,7348.5005,21170.432,18596.08,1812.5371,5829.0303,1377.3047,3299.948,426529.0,422000.0,0
500000.0,1,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,69559.02,72870.875,78555.79,96679.2,146918.67,18162.041,3009.2717,4024.5408,4963.17,9408.417,7000.0,8096.075,0
150000.0,0,2.0,3.0,1,1.0,-2.0,0.0,0.0,0.0,0.0,10185.1,7801.753,5491.2344,4390.482,11151.253,9558.502,2000.0,2000.0,500.0,1000.0,1651.974,0.0,0
800000.0,1,0.0,2.0,1,-2.0,-1.0,0.0,-1.0,-2.0,-2.0,0.0,12339.068,1149.9481,2658.7617,-53007.0,1613.1472,873552.0,5810.4565,0.0,1000.0,5017.585,3000.0,0
60000.0,0,6.0,1.0,1,0.0,0.0,0.0,0.0,0.0,-1.0,65842.4,60509.473,32670.035,32768.9,11897.683,6781.3687,3415.5437,5896.9917,450.34732,279.67648,1000.0,3000.0,0
