age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,class-label
21,Private,184092,Some-college,13,Divorced,Protective-serv,Not-in-family,White,Male,1563,466,36,United-States,0
24,Private,114082,Some-college,11,Never-married,Adm-clerical,Own-child,White,Male,4786,351,18,United-States,0
22,Private,223580,Some-college,15,Married-civ-spouse,Transport-moving,Husband,White,Female,1860,241,46,United-States,1
54,State-gov,82708,Bachelors,15,Married-civ-spouse,Other-service,Unmarried,White,Female,6640,328,26,United-States,1
61,Private,140368,Masters,13,Married-civ-spouse,Transport-moving,Husband,White,Male,3418,485,36,Nicaragua,1
43,Private,299270,HS-grad,10,Divorced,Transport-moving,Not-in-family,White,Male,4731,348,54,United-States,0
42,Private,288931,Assoc-voc,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,3469,364,41,Holand-Netherlands,0
47,Private,173741,Some-college,9,Never-married,Other-service,Unmarried,White,Female,969,201,41,United-States,0
37,Private,311073,Some-college,11,Divorced,Adm-clerical,Unmarried,Black,Female,5043,15,36,Peru,0
44,Private,231287,HS-grad,8,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,1204,132,51,United-States,1
67,Private,130537,HS-grad,15,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,10741,248,60,United-States,1
29,Private,248005,HS-grad,8,Married-civ-spouse,Other-service,Wife,Black,Female,826,127,27,United-States,1
20,Private,280743,Some-college,9,Never-married,Adm-clerical,Wife,White,Male,1437,66,32,United-States,0
41,Private,176755,Some-college,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,6041,19,49,United-States,0
19,Private,280163,Some-college,7,Divorced,Adm-clerical,Own-child,White,Female,2027,240,21,United-States,0
48,Private,266178,Bachelors,16,Married-civ-spouse,Adm-clerical,Husband,White,Female,2152,895,34,United-States,0
60,Private,102538,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,3626,12,38,United-States,1
24,Private,103934,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,2830,18,33,United-States,0
65,Self-emp-not-inc,404337,Masters,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3174,17,52,United-States,1
42,Private,322330,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,3636,12,59,United-States,0
36,Private,99624,Masters,9,Divorced,Sales,Not-in-family,White,Female,390,40,53,United-States,0
51,Federal-gov,271183,Bachelors,11,Divorced,Adm-clerical,Own-child,White,Female,151,16,35,United-States,0
37,Local-gov,27202,Bachelors,15,Divorced,Adm-clerical,Unmarried,White,Female,2415,35,39,United-States,1
46,Private,250871,HS-grad,14,Never-married,Exec-managerial,Not-in-family,White,Female,1392,74,52,United-States,0
51,Private,65753,Assoc-acdm,12,Never-married,Sales,Unmarried,White,Female,1805,32,43,United-States,0
72,Local-gov,206599,Bachelors,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,447,62,60,United-States,1
32,Private,22457,HS-grad,12,Never-married,Sales,Not-in-family,White,Female,2216,23,40,United-States,0
52,Private,271132,HS-grad,12,Never-married,Adm-clerical,Not-in-family,Black,Male,2683,63,51,United-States,0
41,Private,163542,HS-grad,12,Divorced,Exec-managerial,Husband,White,Male,2724,42,43,United-States,0
49,Private,312166,Bachelors,14,Never-married,Sales,Not-in-family,White,Female,1520,105,26,United-States,0
40,Private,134131,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,607,29,41,United-States,1
59,Federal-gov,115897,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,524,57,34,United-States,0
40,Private,145851,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4160,85,25,United-States,0
25,Private,193756,HS-grad,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,930,35,41,United-States,0
69,State-gov,273109,10th,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,2236,111,53,United-States,0
34,Private,183755,Some-college,10,Never-married,Prof-specialty,Unmarried,White,Male,949,2,14,United-States,0
47,Private,264752,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,376,81,37,United-States,0
59,State-gov,51618,Assoc-voc,12,Married-civ-spouse,Transport-moving,Husband,White,Male,5459,190,55,United-States,0
67,State-gov,242491,Assoc-voc,11,Divorced,Prof-specialty,Husband,White,Male,2558,216,58,United-States,0
38,State-gov,177813,Assoc-voc,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1456,50,51,United-States,0
49,State-gov,160528,Some-college,12,Divorced,Sales,Not-in-family,White,Male,1044,89,44,United-States,0
37,Private,201605,HS-grad,11,Married-civ-spouse,Adm-clerical,Own-child,Black,Female,2241,22,18,United-States,0
46,Self-emp-inc,277762,HS-grad,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,366,43,54,United-States,1
38,Private,262915,Bachelors,14,Never-married,Exec-managerial,Husband,White,Male,1468,48,60,United-States,0
43,Private,159333,Some-college,11,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,365,26,38,United-States,0
55,State-gov,183497,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,1075,9,33,United-States,1
33,Self-emp-not-inc,33248,Bachelors,15,Married-civ-spouse,Tech-support,Own-child,White,Male,665,15,31,United-States,0
26,Private,254095,HS-grad,9,Married-civ-spouse,Other-service,Unmarried,White,Male,1686,25,30,United-States,0
