LIMIT_BAL,SEX,EDUCATION,MARITAL,AGE,PAY0,PAY2,PAY3,PAY4,PAY5,PAY6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,class-label
262851,1,2,0,35,-1,-2,0,-2,0,-2,160711,140013,174501,105945,100295,160537,12328,6865,12365,11003,2368,22464,0
194643,2,2,2,41,2,0,0,0,0,2,100156,76730,64965,21079,75652,65575,7476,6510,8004,1617,4726,12147,0
267929,2,1,2,26,2,-1,5,2,6,2,-9102,-37563,-7707,59900,5522,-34431,16072,24970,17064,1865,9403,4172,0
294356,2,1,2,21,8,0,0,0,0,0,95057,111196,67435,111528,131151,129223,24534,25458,17392,11156,7336,6607,0
320415,2,1,1,46,4,-2,-2,0,0,0,76929,56974,15621,45593,51286,51065,14320,384,9666,17749,13955,15393,0
47751,2,2,0,32,0,0,0,0,0,0,121342,90036,83377,115221,91905,102764,13505,14478,24811,4377,26500,2510,1
210700,2,2,1,48,1,-2,-1,2,5,2,126362,85282,75981,113378,83401,63611,4853,16070,7986,2448,8239,12631,1
157184,1,1,1,34,-2,-2,-2,-2,-2,-2,35128,49353,28077,9193,22032,30495,4448,4292,5613,4166,6357,3401,0
133445,2,2,1,39,0,0,0,0,0,0,51990,98141,64708,51203,29014,32775,13006,9850,7663,7591,13310,9419,0
175965,2,1,2,40,-1,-1,-1,-1,-1,-2,-25490,-36291,-18044,-5180,-18258,-28776,12427,35284,13557,11716,3946,5351,0
368723,2,2,2,30,0,-1,-1,0,-1,2,130316,78536,58872,55543,42588,26578,9869,12560,12043,8769,11417,20039,0
11991,2,2,1,49,0,0,-2,0,-2,-2,15613,5802,27995,11417,17884,43450,616,29891,9123,892,11059,3607,0
445294,2,1,1,37,-2,-2,-2,-1,-2,-2,5849,-15633,-3377,10431,20194,39182,2593,27085,11386,5025,3214,14366,0
355064,1,2,1,31,-2,0,0,-1,-1,3,92675,94381,71031,67274,87863,70640,3534,5953,16697,14949,14474,18599,0
294879,2,2,2,34,0,0,2,0,-1,0,72523,88969,70970,38971,50445,68821,26486,9628,15736,10000,8017,7980,0
184282,1,1,2,46,1,2,0,0,0,0,60207,33148,51932,46808,51727,49044,11612,13302,10307,10236,1543,12908,0
367970,1,1,1,44,0,-1,0,0,0,0,45033,54751,38700,47996,45678,34884,18746,21532,3317,4766,3613,12297,0
251466,2,1,2,22,-2,-1,-2,-2,0,0,26020,15365,33423,23657,31466,36993,4875,9400,4464,1945,15701,9993,0
179829,2,2,2,38,0,0,0,0,0,0,125161,74138,85607,58364,61458,52446,8201,18470,5523,4392,7508,7891,0
396533,2,1,2,33,-1,-1,-1,-1,-1,-1,-10507,-1596,4857,48,-12785,18619,3513,11670,11021,3264,3,6833,0
484195,1,1,2,27,0,0,0,-1,-1,-1,41638,51715,26980,878,5276,19576,908,4207,14516,7909,7778,12911,0
212975,1,2,1,49,1,0,-1,-1,-1,-1,2997,15965,16323,9731,10443,11717,2294,2966,6878,7966,2327,5392,0
