age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,class-label
1,Local-gov,204224.08,11th,9.0,Married-civ-spouse,Transport-moving,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Private,190498.45,Some-college,10.0,Never-married,Other-service,Not-in-family,1,1,0.0,0.0,45.0,United-States,0
1,Private,184193.95,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,1,1,0.0,0.0,47.0,United-States,0
1,Federal-gov,223810.88,Some-college,11.0,Divorced,Adm-clerical,Own-child,1,1,0.0,0.0,40.0,United-States,0
1,Self-emp-not-inc,128750.17,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,50.0,United-States,1
1,Private,127561.625,Some-college,10.0,Never-married,Prof-specialty,Own-child,1,1,0.0,0.0,50.0,United-States,0
1,Private,13769.0,Assoc-acdm,12.0,Never-married,Other-service,Own-child,1,0,0.0,0.0,15.0,United-States,0
1,Local-gov,150406.77,Some-college,10.0,Married-civ-spouse,Protective-serv,Wife,1,0,0.0,0.0,1.0,United-States,0
1,Private,207178.8,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,1,0,0.0,0.0,40.0,United-States,0
0,Private,196578.12,HS-grad,9.0,Never-married,Transport-moving,Not-in-family,1,1,0.0,0.0,40.0,United-States,0
1,Private,208373.62,Assoc-voc,11.0,Married-civ-spouse,Transport-moving,Husband,0,1,0.0,0.0,50.0,United-States,1
1,Private,148281.02,10th,9.0,Married-civ-spouse,Craft-repair,Not-in-family,1,1,0.0,0.0,40.0,United-States,0
1,Self-emp-not-inc,118746.98,11th,4.0,Married-civ-spouse,Farming-fishing,Husband,1,1,0.0,0.0,40.0,United-States,0
0,Private,162590.25,HS-grad,9.0,Never-married,Adm-clerical,Own-child,1,0,0.0,0.0,21.0,United-States,0
