age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,class-label
44.0,Private,196491.25,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,38.0,United-States,0
28.0,Private,209077.98,11th,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
30.0,Private,130495.53,12th,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,Mexico,0
36.0,Private,191358.03,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
47.0,Private,176888.31,HS-grad,9.0,Married-civ-spouse,Craft-repair,Not-in-family,Other,Male,0.0,0.0,40.0,United-States,1
17.0,Private,111790.91,10th,6.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,0
32.0,Private,54689.51,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Vietnam,1
24.0,Private,1125613.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,55.0,United-States,0
45.0,Private,50742.71,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,1
17.0,Local-gov,1125613.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,22.0,United-States,0
39.0,Private,218554.36,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,35.062492,United-States,0
47.0,Private,157164.44,HS-grad,10.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,1
28.0,Federal-gov,230987.42,Bachelors,11.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,1
32.0,Private,164215.62,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
39.0,Private,212857.47,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,Other,Male,0.0,0.0,48.679817,Puerto-Rico,0
49.0,Federal-gov,102321.39,Some-college,11.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,40.0,United-States,1
41.0,Private,128408.234,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,0
44.0,Private,177073.1,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,2.0,United-States,0
31.0,Private,132308.45,7th-8th,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
55.0,Private,99033.96,Bachelors,12.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
38.0,Federal-gov,205549.5,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,0
27.0,Private,141524.3,HS-grad,9.0,Never-married,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
64.0,Local-gov,101613.86,Masters,16.0,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
52.0,State-gov,359323.53,Masters,16.0,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,50.0,India,0
44.0,Self-emp-not-inc,138571.61,Some-college,10.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
69.0,Self-emp-inc,185072.94,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1
29.0,Self-emp-not-inc,243346.75,Prof-school,16.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,0
28.0,Private,341371.25,HS-grad,9.0,Separated,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
38.0,Private,162337.92,Masters,16.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,1
51.0,Private,159031.75,Masters,15.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
17.0,Private,199045.9,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,0
