age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,class-label
1,blue-collar,married,secondary,no,-49,yes,no,cellular,16,may,44,1,350,1,failure,0
1,services,married,secondary,no,1409,yes,no,unknown,14,jun,108,1,-1,0,unknown,1
1,retired,married,secondary,no,69,no,no,cellular,11,aug,111,2,-1,0,unknown,0
0,retired,married,secondary,no,4680,no,no,telephone,23,aug,84,1,-1,0,unknown,0
1,retired,married,secondary,no,982,no,no,cellular,13,jul,686,2,-1,0,unknown,0
1,management,single,tertiary,no,-72,yes,no,unknown,14,may,202,4,-1,0,unknown,0
1,management,married,tertiary,no,3015,no,no,cellular,14,aug,307,2,97,1,success,1
1,blue-collar,married,secondary,no,157,yes,no,cellular,17,nov,121,2,181,1,other,0
1,technician,single,secondary,no,351,no,no,cellular,20,aug,822,4,-1,0,unknown,1
1,technician,single,secondary,no,472,yes,yes,unknown,22,may,198,1,-1,0,unknown,0
1,management,married,tertiary,no,426,no,no,telephone,16,jul,879,5,-1,0,unknown,0
1,management,single,tertiary,no,8193,no,no,cellular,21,aug,113,1,90,1,success,1
1,management,married,tertiary,no,10162,no,no,cellular,25,aug,233,1,-1,0,unknown,0
1,management,single,secondary,no,338,yes,no,cellular,6,dec,300,1,112,2,success,1
1,technician,single,secondary,no,2146,no,no,cellular,8,aug,499,1,-1,0,unknown,0
1,technician,married,secondary,no,2506,no,no,cellular,18,nov,571,2,-1,0,unknown,1
1,technician,single,secondary,yes,-490,yes,no,cellular,27,jul,0,6,268,1,other,0
1,technician,married,tertiary,no,1666,yes,no,cellular,30,jan,205,1,-1,0,unknown,0
1,blue-collar,married,tertiary,no,227,yes,no,cellular,13,jul,401,1,-1,0,unknown,1
1,technician,single,secondary,no,924,no,no,cellular,19,nov,179,2,-1,0,unknown,0
1,blue-collar,married,unknown,no,1751,yes,no,cellular,15,sep,42,6,-1,0,unknown,0
1,management,married,tertiary,no,1032,yes,no,cellular,23,mar,144,1,-1,0,unknown,1
1,blue-collar,married,secondary,no,246,yes,no,cellular,21,aug,32,7,-1,0,unknown,0
1,blue-collar,married,primary,no,-57,yes,no,unknown,20,may,103,4,-1,0,unknown,0
1,housemaid,married,secondary,no,682,yes,no,cellular,29,nov,110,1,-1,0,unknown,0
1,services,married,secondary,no,-25,yes,no,cellular,3,feb,387,1,89,1,failure,0
1,blue-collar,married,secondary,no,94,yes,yes,unknown,24,may,89,1,-1,0,unknown,0
1,admin.,married,tertiary,no,2584,yes,no,unknown,14,may,193,1,-1,0,unknown,0
1,unemployed,married,secondary,no,868,yes,no,cellular,30,jan,326,2,275,4,failure,0
1,technician,single,secondary,yes,-61,no,no,cellular,20,jun,11,4,-1,0,unknown,0
1,blue-collar,single,primary,no,-159,yes,no,telephone,14,may,81,1,-1,0,unknown,0
0,retired,married,tertiary,no,6054,no,no,cellular,20,mar,746,1,-1,0,unknown,0
1,blue-collar,married,secondary,no,1469,yes,no,cellular,15,feb,111,2,-1,0,unknown,0
