LIMIT_BAL,SEX,EDUCATION,MARITAL,AGE,PAY0,PAY2,PAY3,PAY4,PAY5,PAY6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,class-label
30000.0,0,0.0,2.0,0,0.0,0.0,2.0,0.0,0.0,2.0,26210.605,17389.143,10102.347,15208.91,5543.9927,50104.66,1250.1208,0.0,1500.0,0.0,1500.0,3521.004,0
140000.0,0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,-1.0,7459.706,16821.963,17398.592,19790.17,17364.03,0.0,2497.5344,569.49335,1468.0898,0.0,0.0,0.0,0
10000.0,0,6.0,2.0,1,1.0,2.0,0.0,0.0,0.0,7.0,17615.555,10122.029,5962.7114,34819.05,15985.74,31728.516,1545.2183,0.0,823.4266,1000.0,7.0858917,1947.3132,1
160000.0,0,1.0,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,90532.67,123256.55,96142.91,63160.207,35900.527,32089.668,44644.72,5142.701,5000.0,2747.1616,417990.0,3000.0,0
200000.0,1,1.0,2.0,1,1.0,0.0,0.0,2.0,0.0,0.0,31319.324,69460.75,156996.98,42719.84,17764.816,29180.428,2000.0,6974.958,1443.3655,1072.6398,4599.25,2000.0,0
80000.0,1,1.0,1.0,1,0.0,2.0,3.0,0.0,0.0,0.0,23768.557,66045.41,39252.723,36257.523,5453.807,63320.312,1383.3033,0.0,2268.201,0.0,3000.1777,2000.0,1
220000.0,1,1.0,2.0,1,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,38272.707,186.91862,11039.605,887.37213,17946.87,28772.828,1360.0826,0.0,0.0,5000.0,3500.0,3414.1138,0
200000.0,1,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,89771.41,983931.0,689627.0,131712.83,33236.906,44969.062,3500.0,1684259.0,2761.267,1761.7263,10496.1,2292.2908,0
200000.0,0,6.0,3.0,0,2.0,0.0,0.0,0.0,0.0,0.0,40110.516,54546.734,48722.29,49155.684,67798.57,45628.984,2000.0,3000.0,2005.0,3000.0,2000.0,2483.5537,0
30000.0,0,6.0,0.0,1,1.0,-2.0,-2.0,0.0,-2.0,0.0,-154973.0,119.856476,1144.5038,-65167.0,1235.2694,0.0,1708.7843,1209.1089,0.0,0.0,0.0,316.0,1
230000.0,1,3.0,1.0,1,0.0,7.0,0.0,-1.0,0.0,-1.0,3565.8958,596.2325,-46127.0,3928.6123,-81334.0,262.2676,0.0,0.0,2200.0,0.0,806.9553,0.0,0
800000.0,0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,-1.0,626648.0,983931.0,689627.0,706864.0,122661.34,230102.44,4905.2144,1684259.0,10019.66,1809.385,417990.0,6000.0,0
50000.0,1,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29757.186,19364.814,25185.639,12497.754,3372.324,9631.716,2400.0,3000.0,1134.7021,6000.0,800.0,0.0,0
800000.0,0,0.0,3.0,0,8.0,-2.0,-2.0,-2.0,-2.0,-2.0,-154973.0,-69777.0,-46127.0,-65167.0,-81334.0,-57060.0,0.0,0.0,0.0,0.0,0.0,0.0,0
230000.0,0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,100513.52,983931.0,689627.0,264015.72,66986.92,153569.38,2500.0,3923.893,2000.0,1004.23956,3186.7673,7060.45,0
10000.0,0,3.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,13511.542,12037.594,5886.138,10471.423,5645.857,11181.264,709.7887,500.0,1202.8412,600.0,236.10956,0.0,0
50000.0,0,6.0,2.0,1,0.0,0.0,-2.0,0.0,-2.0,-1.0,3022.8464,1773.0934,4843.5527,8751.116,-81334.0,-57060.0,1500.0,3330.686,753.47,0.0,390.0,2000.0,0
