age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,class-label
1,Private,221769.27,Bachelors,13.0,Never-married,Sales,Not-in-family,1,1,0.0,0.0,40.0,United-States,0
1,Private,199088.8,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,0,1,0.0,0.0,70.0,Philippines,1
0,Private,323189.53,HS-grad,9.0,Never-married,Machine-op-inspct,Husband,1,1,0.0,0.0,45.0,United-States,0
1,Self-emp-not-inc,203834.78,11th,1.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,25.0,United-States,0
0,Self-emp-inc,215365.1,1st-4th,9.0,Married-civ-spouse,Other-service,Husband,1,1,0.0,0.0,40.0,United-States,1
1,Private,14878.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,1,1,0.0,0.0,45.0,United-States,0
1,Private,171737.42,Assoc-voc,10.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Federal-gov,220039.39,Masters,13.0,Divorced,Adm-clerical,Unmarried,1,0,0.0,0.0,40.0,United-States,0
1,State-gov,172083.3,Bachelors,13.0,Married-civ-spouse,Protective-serv,Husband,1,1,0.0,0.0,40.0,United-States,1
0,Self-emp-not-inc,169013.64,7th-8th,9.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,40.0,Portugal,0
1,Private,1455435.0,11th,9.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Self-emp-not-inc,117618.664,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,45.0,United-States,1
0,Private,208770.77,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,40.0,United-States,1
1,Private,117797.72,Masters,14.0,Never-married,Prof-specialty,Not-in-family,1,1,0.0,0.0,99.0,United-States,0
1,Private,222169.62,HS-grad,9.0,Married-civ-spouse,Tech-support,Husband,1,1,0.0,0.0,40.0,United-States,0
0,Self-emp-not-inc,182144.36,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,1,1,0.0,0.0,40.0,United-States,1
1,Private,144106.05,11th,5.0,Never-married,Transport-moving,Not-in-family,1,1,0.0,0.0,40.0,United-States,0
