age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,class-label
40,Private,259234.36,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
40,Federal-gov,13769.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,1
40,Private,171766.83,HS-grad,9.0,Widowed,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
40,Local-gov,208892.47,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,0
40,Self-emp-not-inc,212261.11,Assoc-voc,10.0,Divorced,Craft-repair,Husband,Black,Male,0.0,0.0,50.0,United-States,0
40,Private,1490400.0,Masters,14.0,Divorced,Prof-specialty,Not-in-family,Black,Male,0.0,3770.0,39.0,United-States,0
40,Private,275758.34,9th,6.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
40,Self-emp-not-inc,150860.69,Some-college,10.0,Married-civ-spouse,Prof-specialty,Wife,White,Male,0.0,0.0,40.0,United-States,0
40,Private,147527.22,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,Germany,0
40,State-gov,13769.0,Assoc-voc,13.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,1.0,United-States,0
40,Private,165478.89,Some-college,11.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,0
40,Private,199390.47,HS-grad,10.0,Divorced,Handlers-cleaners,Own-child,White,Female,0.0,0.0,30.0,United-States,0
15,Private,136083.31,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,55.0,United-States,0
40,Private,200879.78,Bachelors,11.0,Married-civ-spouse,Prof-specialty,Husband,Other,Male,7688.0,0.0,45.0,United-States,1
40,Self-emp-not-inc,213009.19,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,0
40,Private,198656.98,Assoc-voc,11.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,0
40,Private,112436.375,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1
40,Private,163262.23,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,99.0,United-States,0
40,Self-emp-not-inc,129538.13,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
40,Local-gov,180391.34,Some-college,9.0,Divorced,Other-service,Unmarried,Black,Male,0.0,0.0,15.0,United-States,0
40,Self-emp-not-inc,192753.06,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,0
40,Private,231641.84,Some-college,10.0,Never-married,Adm-clerical,Other-relative,White,Female,0.0,0.0,40.0,United-States,0
40,Private,159460.77,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0
40,Private,142480.64,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999.0,0.0,40.0,United-States,1
40,Private,277363.7,Bachelors,11.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,40.0,United-States,1
15,Local-gov,193132.08,Prof-school,14.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,0
40,Private,63823.863,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,45.0,United-States,0
40,Self-emp-not-inc,155531.25,Bachelors,16.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,0
15,Private,218354.27,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,0
