age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,class-label
40,blue-collar,married,secondary,no,1009.6094,yes,no,unknown,23.0,may,61.0,9.0,-1.0,0.0,unknown,no
40,unemployed,married,tertiary,no,252.11493,no,yes,telephone,21.0,oct,444.22495,1.0,183.05513,6.0,failure,yes
40,unemployed,married,primary,no,-188.89354,yes,no,cellular,1.0,jul,80.0,4.0,-1.0,0.0,unknown,no
40,management,married,tertiary,no,7051.8604,yes,yes,telephone,28.0,jul,141.0,1.0,-1.0,0.0,unknown,no
40,technician,married,secondary,no,198.37924,yes,no,unknown,20.0,may,178.0,2.0,-1.0,0.0,unknown,no
40,blue-collar,married,primary,no,0.0,yes,no,unknown,14.0,may,385.59576,1.0,-1.0,0.0,unknown,no
40,entrepreneur,married,secondary,no,1450.5024,no,yes,unknown,13.0,jun,2.0,1.0,-1.0,0.0,unknown,no
40,technician,married,tertiary,no,0.0,no,yes,cellular,28.0,aug,115.0,4.0,-1.0,0.0,unknown,no
40,management,married,secondary,no,628.31036,no,yes,cellular,24.0,jan,184.0,1.0,183.0,1.0,success,no
40,technician,married,secondary,no,1968.782,yes,no,cellular,16.0,nov,195.0,2.0,-1.0,0.0,failure,no
40,technician,married,secondary,no,1103.7206,no,no,telephone,3.0,feb,587.7162,1.0,-1.0,0.0,unknown,no
40,self-employed,married,tertiary,no,244.03297,yes,yes,cellular,1.0,feb,139.0,3.0,-1.0,0.0,unknown,no
40,technician,single,secondary,no,4.0,yes,yes,cellular,21.0,may,458.98734,1.0,-1.0,0.0,unknown,yes
40,management,married,tertiary,no,6645.3955,yes,no,cellular,8.0,feb,2.0,4.0,-1.0,0.0,unknown,no
40,blue-collar,married,primary,no,0.0,no,yes,telephone,21.0,jul,290.0,1.0,-1.0,0.0,unknown,no
40,management,married,tertiary,no,1538.5327,no,no,cellular,25.0,jan,268.18152,1.0,-1.0,0.0,unknown,no
40,housemaid,married,primary,no,0.0,yes,no,cellular,20.0,may,82.0,3.0,-1.0,0.0,unknown,no
40,admin.,married,secondary,no,985.6638,yes,no,cellular,11.0,jul,587.852,2.0,-1.0,0.0,unknown,yes
40,retired,married,unknown,no,20.0,no,no,telephone,23.0,aug,2.0,2.0,-1.0,0.0,unknown,no
40,blue-collar,married,unknown,no,801.1232,no,no,unknown,28.0,jun,62.0,1.0,-1.0,0.0,unknown,no
40,blue-collar,single,secondary,no,241.86728,yes,no,unknown,20.0,may,161.0,1.0,-1.0,0.0,unknown,no
40,technician,single,unknown,no,332.73825,yes,no,unknown,15.0,may,158.72084,2.0,-1.0,0.0,unknown,no
40,blue-collar,married,secondary,no,842.8837,yes,no,unknown,17.0,jun,138.0,5.0,-1.0,0.0,unknown,no
40,management,single,tertiary,no,0.0,no,no,cellular,21.0,jul,213.66284,1.0,-1.0,0.0,unknown,no
40,management,single,tertiary,no,-111.41376,no,no,cellular,18.0,jan,212.0,1.0,-1.0,0.0,unknown,no
40,management,married,tertiary,no,312.6637,no,no,cellular,9.0,aug,462.5602,1.0,-1.0,0.0,unknown,no
40,entrepreneur,married,secondary,no,44.44221,yes,yes,cellular,18.0,may,60.815857,1.0,-1.0,0.0,unknown,no
