age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,class-label
1,Private,200324.3,Masters,16.0,Never-married,Prof-specialty,Not-in-family,1,0,0.0,0.0,40.0,United-States,0
1,Private,209503.08,Masters,16.0,Never-married,Sales,Not-in-family,1,0,0.0,0.0,40.0,United-States,1
1,Private,13492.0,10th,1.0,Divorced,Transport-moving,Not-in-family,0,0,0.0,0.0,40.0,United-States,0
1,Private,35229.6,HS-grad,9.0,Divorced,Other-service,Unmarried,1,0,0.0,0.0,40.0,United-States,0
1,Self-emp-inc,89654.25,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,50.0,United-States,0
0,Self-emp-not-inc,396855.7,Bachelors,13.0,Never-married,Farming-fishing,Own-child,1,1,0.0,0.0,50.0,United-States,0
1,Private,164618.72,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,1,1,0.0,0.0,40.0,United-States,1
1,Private,97030.58,HS-grad,9.0,Separated,Sales,Not-in-family,1,0,0.0,0.0,40.0,United-States,0
0,Private,150091.69,Some-college,9.0,Never-married,Other-service,Own-child,1,0,0.0,0.0,1.0,United-States,0
0,Private,24673.166,HS-grad,9.0,Never-married,Other-service,Unmarried,1,0,0.0,0.0,40.0,United-States,0
1,Private,259037.67,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0.0,0.0,40.0,United-States,1
1,Local-gov,177503.17,Assoc-acdm,13.0,Never-married,Prof-specialty,Unmarried,1,1,0.0,0.0,15.0,United-States,0
1,Private,170073.55,Assoc-acdm,12.0,Never-married,Prof-specialty,Not-in-family,1,0,0.0,0.0,40.0,United-States,0
0,Private,145693.36,Masters,13.0,Separated,Adm-clerical,Other-relative,1,0,0.0,0.0,33.975906,United-States,0
1,Private,345382.66,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,1,0,0.0,0.0,40.0,United-States,0
1,Private,13492.0,Masters,15.0,Married-civ-spouse,Sales,Husband,1,0,0.0,0.0,99.0,United-States,1
1,Private,13492.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Wife,1,0,99999.0,0.0,42.0,United-States,0
1,Self-emp-not-inc,121295.6,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,40.0,United-States,0
0,Private,235953.02,11th,1.0,Never-married,Handlers-cleaners,Own-child,1,0,0.0,0.0,40.0,United-States,0
1,Self-emp-not-inc,210621.2,Bachelors,14.0,Never-married,Prof-specialty,Not-in-family,1,1,0.0,0.0,40.0,United-States,1
1,Private,77008.84,Bachelors,13.0,Separated,Sales,Unmarried,0,0,0.0,0.0,40.0,United-States,0
0,Private,166338.22,Some-college,10.0,Never-married,Craft-repair,Not-in-family,1,1,0.0,0.0,40.0,United-States,1
0,Private,1490400.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,1,1,0.0,0.0,40.0,United-States,0
1,Private,111678.72,HS-grad,9.0,Separated,Other-service,Unmarried,0,0,0.0,0.0,40.0,Mexico,0
1,Local-gov,178330.03,Masters,15.0,Never-married,Prof-specialty,Not-in-family,1,1,0.0,0.0,40.0,United-States,0
1,Private,156513.12,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,1,1,0.0,0.0,40.0,United-States,1
1,State-gov,70432.055,Prof-school,16.0,Married-civ-spouse,Prof-specialty,Husband,1,1,0.0,0.0,40.0,United-States,1
1,Federal-gov,251219.11,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,0,1,0.0,0.0,40.0,United-States,0
1,Private,205157.75,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,40.0,United-States,1
1,Private,122803.484,HS-grad,9.0,Never-married,Adm-clerical,Own-child,1,1,0.0,0.0,40.0,United-States,0
0,Private,68672.93,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,1,0,0.0,0.0,50.0,United-States,0
1,Private,171444.33,Assoc-voc,10.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,40.0,United-States,1
0,Private,239226.22,HS-grad,9.0,Never-married,Other-service,Own-child,1,1,0.0,0.0,20.0,United-States,0
1,Private,59028.824,Assoc-voc,10.0,Never-married,Craft-repair,Other-relative,1,1,0.0,0.0,40.0,Haiti,0
1,Private,154346.62,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,1,1,0.0,0.0,40.0,United-States,0
1,Self-emp-not-inc,219787.22,Bachelors,10.0,Widowed,Other-service,Not-in-family,1,0,0.0,0.0,40.0,United-States,1
1,Self-emp-inc,193871.77,HS-grad,9.0,Married-civ-spouse,Sales,Husband,1,1,0.0,0.0,45.0,United-States,0
1,Private,190957.14,Masters,15.0,Never-married,Prof-specialty,Not-in-family,1,1,0.0,0.0,40.0,United-States,1
1,Private,29119.902,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,0,0,0.0,0.0,48.0,United-States,0
1,Private,146511.97,HS-grad,9.0,Divorced,Machine-op-inspct,Not-in-family,1,1,0.0,0.0,40.0,United-States,0
1,Private,193039.73,11th,9.0,Married-civ-spouse,Sales,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Private,226024.11,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Private,45961.695,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0.0,0.0,40.0,United-States,1
1,Private,158723.9,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,40.0,United-States,1
