age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,class-label
35,technician,single,unknown,no,2925,no,no,cellular,22,jul,353,1,284,2,failure,yes
45,management,married,tertiary,no,578,no,no,telephone,19,apr,391,4,90,3,unknown,no
30,management,single,tertiary,no,2201,no,no,cellular,27,apr,173,3,29,0,unknown,no
40,blue-collar,married,secondary,no,-1758,yes,no,unknown,16,may,447,6,30,1,unknown,no
48,blue-collar,married,secondary,no,2677,yes,yes,telephone,13,jun,178,7,110,3,other,no
29,management,single,tertiary,no,-1013,no,yes,unknown,18,aug,617,4,27,2,unknown,no
42,management,married,tertiary,no,2318,no,no,unknown,14,nov,211,5,5,1,unknown,no
45,technician,married,primary,no,1977,yes,no,cellular,25,may,81,1,71,0,unknown,no
33,management,single,secondary,no,3038,yes,no,cellular,10,may,74,2,246,4,other,yes
29,technician,married,secondary,no,1663,no,yes,cellular,13,jul,383,3,12,1,unknown,no
43,blue-collar,married,secondary,no,-1442,yes,no,cellular,26,jul,299,4,91,2,unknown,yes
22,blue-collar,single,secondary,no,-1421,no,no,cellular,15,feb,251,2,1,0,unknown,no
42,admin.,married,secondary,no,-7,no,no,cellular,6,feb,240,2,150,2,unknown,no
36,management,single,tertiary,no,2052,yes,no,cellular,13,aug,229,2,21,1,unknown,no
48,blue-collar,married,secondary,no,4002,no,no,cellular,14,aug,252,4,39,0,unknown,no
45,admin.,married,tertiary,no,3722,yes,no,cellular,31,nov,618,4,262,1,failure,no
25,technician,married,primary,no,680,no,yes,cellular,31,jul,558,4,50,1,unknown,no
45,technician,married,tertiary,no,1734,no,no,cellular,17,may,173,4,108,3,failure,no
56,retired,married,primary,no,2987,yes,no,unknown,2,aug,461,1,48,1,unknown,no
30,admin.,single,secondary,no,3943,no,no,cellular,16,jul,2,6,48,0,unknown,no
40,blue-collar,married,secondary,no,3092,yes,no,cellular,24,may,296,2,117,1,failure,no
46,admin.,married,secondary,no,1663,no,no,unknown,9,may,135,6,62,1,unknown,no
37,blue-collar,married,primary,no,2363,no,no,cellular,21,apr,403,3,112,1,failure,no
38,technician,single,unknown,no,4257,no,no,telephone,21,may,439,4,12,0,unknown,no
31,blue-collar,married,secondary,no,-1805,no,no,cellular,21,aug,142,3,1,1,unknown,no
59,admin.,married,secondary,no,2561,no,no,cellular,20,jul,292,5,4,1,unknown,no
29,management,single,tertiary,no,3302,no,no,cellular,24,may,201,3,2,1,unknown,no
57,management,married,tertiary,no,4944,no,no,cellular,12,may,802,8,11,1,unknown,yes
48,management,married,tertiary,no,-1172,no,no,cellular,20,jul,244,2,4,0,unknown,no
35,technician,single,tertiary,no,2239,no,yes,cellular,19,aug,397,5,6,1,unknown,no
44,self-employed,married,secondary,no,1774,yes,no,unknown,22,jun,376,6,14,0,unknown,no
50,services,married,primary,no,2986,yes,no,unknown,30,aug,207,4,23,0,unknown,no
45,blue-collar,married,secondary,no,2722,yes,no,unknown,16,may,10,5,5,0,unknown,no
41,management,single,secondary,no,343,no,no,cellular,8,nov,533,1,7,1,unknown,no
42,admin.,single,secondary,no,1032,yes,no,unknown,12,may,253,3,5,1,unknown,no
36,management,married,tertiary,no,-373,yes,no,cellular,14,jul,97,3,-1,0,unknown,no
52,technician,married,tertiary,no,2317,yes,yes,unknown,31,may,329,1,-1,0,unknown,no
57,management,single,tertiary,no,-1176,no,no,unknown,5,jun,36,4,2,1,unknown,no
31,housemaid,single,tertiary,no,2491,yes,yes,cellular,4,feb,211,2,118,1,unknown,no
35,blue-collar,married,secondary,no,724,yes,no,cellular,21,nov,31,4,25,1,unknown,no
39,admin.,married,secondary,no,436,yes,no,cellular,23,may,37,2,91,1,unknown,no
49,blue-collar,married,secondary,no,-217,yes,no,cellular,22,jul,421,2,25,1,unknown,no
27,technician,single,secondary,no,-600,yes,no,cellular,17,may,152,4,112,1,unknown,no
26,technician,single,tertiary,no,1304,no,no,cellular,12,may,161,4,27,1,unknown,yes
35,blue-collar,married,primary,no,1809,yes,no,cellular,12,nov,381,2,45,1,unknown,no
