age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,class-label
1,Self-emp-not-inc,187975.67,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,40.0,United-States,0
0,Private,75427.18,11th,9.0,Never-married,Adm-clerical,Own-child,1,0,0.0,0.0,19.082815,United-States,0
0,Self-emp-inc,155662.4,HS-grad,9.0,Married-civ-spouse,Sales,Husband,1,1,0.0,3900.0,99.0,United-States,1
1,Local-gov,191422.86,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,2.0,India,0
1,Private,220544.69,Assoc-voc,10.0,Divorced,Sales,Not-in-family,1,0,0.0,0.0,40.0,United-States,0
0,Private,151189.52,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,1,0,0.0,3900.0,40.0,United-States,0
1,Private,31879.738,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,1,1,0.0,0.0,99.0,United-States,0
1,Private,136175.39,Assoc-voc,13.0,Married-civ-spouse,Prof-specialty,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Local-gov,155730.62,Some-college,10.0,Never-married,Adm-clerical,Unmarried,0,0,0.0,0.0,30.0,United-States,0
1,Private,13492.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,99.0,United-States,1
1,Self-emp-not-inc,256599.11,HS-grad,9.0,Divorced,Tech-support,Unmarried,1,0,0.0,0.0,40.0,United-States,0
1,Private,235232.84,HS-grad,10.0,Married-civ-spouse,Sales,Husband,0,1,0.0,0.0,40.0,Cuba,0
1,Private,180517.31,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,1,1,99999.0,0.0,40.0,United-States,1
0,Private,232575.86,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Private,94451.27,9th,9.0,Separated,Other-service,Unmarried,0,0,0.0,0.0,30.0,United-States,0
1,Private,329450.16,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,0,1,0.0,0.0,40.0,United-States,0
0,Private,209734.88,12th,9.0,Never-married,Craft-repair,Own-child,1,1,0.0,0.0,40.0,United-States,0
0,Private,216932.89,HS-grad,9.0,Never-married,Transport-moving,Own-child,0,1,0.0,0.0,35.0,United-States,0
1,Private,120808.13,Bachelors,13.0,Never-married,Sales,Own-child,1,0,0.0,0.0,38.0,United-States,0
1,Self-emp-inc,168008.11,Some-college,11.0,Married-civ-spouse,Protective-serv,Husband,1,1,0.0,0.0,55.0,Poland,0
0,Private,1455435.0,HS-grad,9.0,Never-married,Sales,Own-child,1,0,0.0,0.0,40.0,United-States,0
1,Private,241906.55,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,1,1,0.0,0.0,40.0,United-States,1
1,Private,202885.66,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,40.0,United-States,1
1,Private,91302.27,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,50.0,United-States,1
1,Private,221037.38,10th,9.0,Married-civ-spouse,Handlers-cleaners,Husband,1,1,0.0,0.0,99.0,Italy,0
0,Self-emp-not-inc,181106.42,Some-college,9.0,Married-civ-spouse,Farming-fishing,Wife,1,0,0.0,0.0,40.0,United-States,1
1,Private,1455435.0,Some-college,10.0,Never-married,Sales,Own-child,1,0,0.0,0.0,40.0,United-States,0
0,Private,208650.02,Some-college,10.0,Married-civ-spouse,Sales,Husband,1,1,0.0,0.0,35.0,United-States,0
1,Private,153133.61,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,0,1,0.0,0.0,40.0,United-States,1
1,Private,241924.84,Assoc-acdm,11.0,Married-civ-spouse,Sales,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Private,154356.03,11th,7.0,Never-married,Transport-moving,Not-in-family,1,1,0.0,0.0,40.0,United-States,0
1,Private,355884.97,Assoc-voc,12.0,Never-married,Prof-specialty,Not-in-family,1,1,0.0,0.0,40.0,Mexico,0
1,Self-emp-not-inc,218621.72,Assoc-voc,12.0,Married-civ-spouse,Tech-support,Husband,1,1,0.0,0.0,48.0,United-States,1
1,Local-gov,55249.05,Masters,16.0,Married-civ-spouse,Prof-specialty,Wife,1,0,0.0,0.0,40.0,United-States,1
1,Private,436191.5,Some-college,10.0,Never-married,Craft-repair,Unmarried,0,1,0.0,0.0,50.0,United-States,0
1,Private,225320.67,Some-college,12.0,Never-married,Other-service,Unmarried,0,0,0.0,0.0,40.0,United-States,0
0,Private,1455435.0,11th,1.0,Never-married,Handlers-cleaners,Own-child,1,1,0.0,0.0,45.0,United-States,0
1,Self-emp-inc,299253.7,Masters,15.0,Never-married,Exec-managerial,Husband,1,1,0.0,0.0,60.0,United-States,1
0,Private,137494.73,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,0,1,0.0,0.0,40.0,United-States,0
1,State-gov,160039.33,Masters,15.0,Never-married,Prof-specialty,Not-in-family,1,0,0.0,0.0,40.0,United-States,0
1,Local-gov,162454.19,HS-grad,9.0,Never-married,Transport-moving,Not-in-family,1,1,0.0,0.0,44.0,United-States,0
1,Private,296973.1,Bachelors,13.0,Separated,Exec-managerial,Not-in-family,1,0,0.0,0.0,40.0,United-States,1
0,Private,203196.95,Bachelors,12.0,Never-married,Sales,Own-child,1,1,0.0,0.0,40.0,United-States,0
1,Private,213354.08,HS-grad,9.0,Separated,Exec-managerial,Unmarried,1,1,0.0,0.0,99.0,United-States,0
1,Private,45591.97,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,1,1,99999.0,0.0,42.0,United-States,1
0,Private,183633.38,HS-grad,7.3596554,Never-married,Other-service,Other-relative,1,1,0.0,0.0,40.0,United-States,0
1,Private,270824.72,HS-grad,9.0,Divorced,Machine-op-inspct,Unmarried,1,0,0.0,0.0,40.0,United-States,0
