LIMIT_BAL,SEX,EDUCATION,MARITAL,AGE,PAY0,PAY2,PAY3,PAY4,PAY5,PAY6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,class-label
20000.0,0,2.0,1.0,1,0.0,-1.0,-2.0,-1.0,-2.0,-2.0,7244.116,299.45682,0.0,-170000.0,-81334.0,-339603.0,1400.0,1905.764,0.0,0.0,0.0,0.0,0
140000.0,1,1.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,59823.55,29261.2,94449.29,98701.94,28204.184,57235.184,2389.5,2968.0945,51205.17,1568.3054,1999.1992,2000.0,0
280000.0,1,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,70055.29,95987.18,47856.246,15009.428,59610.977,55713.35,5300.0,2000.0,500.0,5610.718,16181.255,2500.0,0
50000.0,1,1.0,2.0,1,-1.0,-1.0,0.0,0.0,-1.0,0.0,703.18414,2162.5352,6056.063,1424.1442,45.15958,0.0,999.1516,992.7467,2000.0,4504.6177,641.7022,2479.4355,0
200000.0,0,2.0,1.0,1,-1.0,0.0,0.0,-1.0,0.0,0.0,20561.447,10210.951,3612.3762,2179.937,18166.883,41839.656,0.0,1788.6084,1623.05,15233.35,3000.0,1000.0,0
180000.0,0,3.0,1.0,1,0.0,0.0,0.0,0.0,2.0,0.0,45737.562,138081.83,47318.39,29750.451,19288.947,10177.257,4632.811,1700.0,2000.0,2000.0,1150.0,4000.0,0
50000.0,0,3.0,1.0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,11241.626,3593.3582,1650.039,3341.1316,1895.9829,0.0,2500.0,4000.0,0.0,149.8112,1035.6755,0.0,1
170000.0,1,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,105490.45,99542.89,48311.492,27069.398,29385.096,39063.906,3288.2273,3000.0,2000.0,3013.9902,2897.0737,3408.2776,0
180000.0,0,2.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,70720.54,64351.02,65741.45,63599.832,88977.6,21151.686,1669.7412,3000.0,1300.0,2000.0,2200.0,4700.14,1
200000.0,0,1.0,1.0,1,-2.0,-2.0,-2.0,-1.0,-1.0,-1.0,-15308.0,-26214.0,300.0,0.0,7825.5024,0.0,0.0,416.0,0.0,0.0,0.0,0.0,0
120000.0,1,2.0,0.0,1,-1.0,0.0,0.0,0.0,0.0,0.0,2451.5308,20106.01,25082.062,29598.08,7008.3364,6764.035,3900.164,4100.0,2000.0,2600.0,1614.7047,528666.0,1
280000.0,0,1.0,2.0,1,-2.0,0.0,-1.0,-1.0,0.0,0.0,22554.754,1301.8047,7782.7896,24372.887,34102.242,13720.177,2195.5098,1684259.0,5000.0,146712.94,699.4564,2112.3552,0
50000.0,1,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,19968.373,24690.256,22222.78,11381.853,6006.343,26074.934,972.1352,1279.2983,316.0,781.1738,0.0,0.0,0
90000.0,0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,52619.54,51012.574,42384.082,49429.34,31619.2,14230.409,2199.392,3000.0,3000.0,1974.929,0.0,808.43756,0
200000.0,0,2.0,2.0,1,0.0,0.0,0.0,0.0,2.0,0.0,102445.625,71914.15,104449.64,120598.59,157389.53,92152.02,4507.779,5000.0,13998.948,3002.3037,4000.0,3000.0,0
150000.0,0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,38332.234,59081.316,59763.414,75396.41,71018.586,52771.473,6554.6396,5492.3765,2543.9905,6282.954,34087.57,528666.0,1
120000.0,1,3.0,2.0,1,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,11473.046,506.76703,-24702.0,-3.0,-81334.0,-339603.0,2000.0,0.0,2600.0,0.0,0.0,0.0,0
10000.0,0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1214.3594,0.0,0.0,9429.349,1261.5293,1852.4662,0.0,0.0,5000.0,500.0,876.5324,500.0,0
90000.0,0,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,74033.336,97672.69,73122.56,88989.67,34338.332,34139.355,6100.7793,2142.9495,14478.113,4282.7583,3000.0,21985.375,0
30000.0,1,2.0,2.0,1,-1.0,2.0,0.0,-1.0,-2.0,-2.0,5298.2754,945.02856,-10.411112,0.0,-81334.0,-339603.0,2062.851,0.0,1500.0,0.0,0.0,0.0,0
30000.0,0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,37725.38,71321.625,15812.593,19313.113,24616.916,53998.75,2500.0,1000.0,764.9787,3500.0,3000.0,4640.0063,1
370000.0,0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,199283.22,309090.53,46187.84,62798.344,86220.664,18397.877,5000.0,2100.4067,2943.5073,3317.4465,3083.548,3500.0,0
250000.0,1,2.0,2.0,1,8.0,0.0,-2.0,0.0,-1.0,0.0,30220.152,1290.1356,4275.6187,775.0634,7062.6377,9336.6875,3000.0,77561.98,5100.0,1000.0,317077.0,917.46405,0
50000.0,1,1.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,54548.367,95135.15,167365.2,572805.0,30264.652,94171.125,873552.0,4420.6133,896040.0,1268.303,6190.193,5621.759,0
