LIMIT_BAL,SEX,EDUCATION,MARITAL,AGE,PAY0,PAY2,PAY3,PAY4,PAY5,PAY6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,class-label
72659,1,2,1,1,0,-1,0,0,-1,-1,133927,95532,28025,79398,-15498,3626,8627,26249,2287,-9673,-5786,278,0
253276,1,2,2,1,2,-1,0,0,0,0,52731,93384,55593,85932,85629,74811,6320,230,15628,9706,1460,12243,0
235533,1,1,2,1,-1,-1,-1,1,-1,-2,-147,-15797,-20688,8218,-76060,-37810,13422,5567,-2082,13967,8609,1065,0
80586,0,1,2,1,0,-1,2,-2,-2,-2,5534,24516,-45603,-2599,-35738,-29459,8891,-11542,-5948,-323,-18715,11264,0
61661,1,2,2,1,0,-1,2,0,-2,-2,-16037,-47927,-25107,27136,-84300,-53487,16604,128,339,-25757,-15957,8916,0
129145,0,2,1,1,-2,-1,1,6,-2,-1,-119517,-176820,-146445,-52857,-149332,-118451,-4436,20460,-29299,10350,-18135,10263,0
252893,0,1,2,1,0,5,-2,-2,4,3,34156,67345,48222,83847,69310,41323,4893,1563,-1808,10798,5794,6657,0
173174,0,1,1,0,0,5,0,0,0,8,133368,162400,161086,161905,147269,137454,4015,9680,14070,4912,11611,4614,0
70916,1,2,2,1,4,0,2,0,0,0,26992,-26131,1741,33677,-6284,-42231,6827,13694,-10355,6495,-9936,7877,0
208247,1,1,2,1,0,-1,0,4,-1,0,9594,44826,5688,19027,-8408,16011,8608,-344,5957,10070,-4425,13226,0
348256,0,1,2,1,-1,-1,-2,-2,-2,-2,-39601,-16738,-41226,43091,-58865,-41893,24042,-4485,5952,1209,-13332,19703,0
266482,1,2,2,1,0,-1,0,0,0,0,18109,78807,63109,65448,35054,65780,13557,21236,13420,-5681,1310,9906,0
16018,1,2,2,1,0,0,2,0,0,0,112458,118431,136564,146393,83379,87316,11261,14016,2298,-19328,6378,-5332,0
48898,1,4,2,1,0,0,0,0,0,0,214162,235841,164492,147161,169721,157716,3427,19077,23765,-1398,12831,4395,0
128473,0,1,2,1,-1,-1,0,0,-2,-2,-4542,-21753,-28440,12828,-104417,-66352,6262,16602,-5966,215,-5671,20797,0
-107357,0,2,2,1,0,0,2,0,0,0,94901,28261,45098,59976,39246,64223,446,26136,7194,-10793,-9831,1234,0
235530,0,2,2,0,0,-1,0,0,0,0,19727,34818,6296,47730,70132,-408,-7236,12363,1290,5710,12558,7941,1
89612,1,2,2,1,0,-1,2,0,0,-1,8827,-22338,-29512,33586,8053,4165,-6083,6561,-1056,20493,-2750,11803,0
161522,1,2,2,1,0,0,0,0,0,0,76527,55586,19629,74951,21330,49668,13010,19416,2621,-413,5900,-3971,0
-68194,0,2,2,1,0,0,0,0,0,0,105490,50142,116608,132046,60503,15862,8147,11592,-12814,-16928,-5931,-21483,0
222326,1,5,2,1,0,0,0,0,0,0,103027,155784,159727,116376,139955,93330,15218,11977,22391,5236,13570,7634,1
190744,0,1,2,1,-1,-1,-1,-2,-1,3,-29679,-136324,-101656,10182,-82530,-79372,-3292,-2389,-20716,15640,-16755,11938,0
