age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,class-label
1,unemployed,single,secondary,no,2431,no,no,cellular,-1,feb,465,0,427,4,unknown,0
1,unemployed,single,secondary,no,3001,yes,no,cellular,11,feb,562,1,202,0,unknown,0
1,blue-collar,married,secondary,no,3723,no,no,cellular,12,aug,340,2,76,2,unknown,0
1,housemaid,single,secondary,no,1304,yes,no,cellular,8,oct,341,4,192,1,unknown,0
1,admin.,married,secondary,no,4019,no,no,unknown,1,jun,494,2,344,4,unknown,0
1,housemaid,married,tertiary,no,2346,yes,no,cellular,12,feb,147,4,30,1,unknown,0
1,technician,single,tertiary,no,952,yes,no,cellular,29,jan,180,3,-90,-1,unknown,0
1,technician,married,primary,no,1554,no,no,cellular,10,apr,225,1,124,1,success,0
1,admin.,single,secondary,no,-1339,no,no,unknown,23,may,329,4,-20,-1,unknown,0
1,blue-collar,married,secondary,no,945,no,no,cellular,8,aug,169,6,-8,-1,unknown,1
1,technician,married,primary,no,466,no,yes,cellular,24,may,84,2,-60,0,unknown,0
1,services,married,primary,no,1235,no,no,cellular,6,may,373,-2,-124,-1,unknown,0
1,management,married,secondary,no,-741,yes,no,cellular,-13,may,166,2,-54,0,unknown,0
1,management,single,tertiary,no,795,yes,no,unknown,5,may,405,3,-92,-1,unknown,0
0,entrepreneur,married,tertiary,no,5008,yes,yes,telephone,23,aug,0,4,124,6,unknown,0
1,technician,married,primary,no,1808,no,no,unknown,17,aug,540,3,-155,-2,unknown,0
1,self-employed,single,tertiary,no,-4352,yes,no,unknown,18,jul,67,3,5,-2,unknown,0
1,management,married,secondary,no,4738,yes,no,cellular,-1,jul,1095,-2,43,3,failure,0
1,management,married,secondary,no,165,no,no,cellular,-4,jun,243,2,29,2,unknown,0
1,technician,married,secondary,no,-2852,no,no,cellular,22,aug,136,6,76,0,unknown,0
1,admin.,single,primary,no,306,yes,no,unknown,-5,may,1043,1,15,3,unknown,0
1,management,married,primary,no,1825,no,no,cellular,3,may,-86,4,-67,1,unknown,0
1,blue-collar,single,primary,no,-4302,no,no,unknown,21,jun,99,11,-32,0,unknown,0
1,housemaid,married,secondary,no,3279,yes,no,telephone,-5,jun,-129,6,10,1,unknown,0
1,unemployed,married,tertiary,no,1381,no,no,cellular,22,jun,311,7,-16,2,unknown,0
1,unknown,married,secondary,no,-2637,yes,no,unknown,19,may,422,6,28,1,unknown,0
1,management,single,tertiary,no,868,no,no,cellular,14,may,358,3,43,0,unknown,0
0,services,married,secondary,no,922,yes,no,cellular,18,may,12,5,-14,0,unknown,0
1,management,married,primary,no,969,yes,no,cellular,20,jan,566,7,8,0,unknown,0
1,management,single,tertiary,no,2132,no,no,telephone,21,jul,579,4,23,1,unknown,0
1,blue-collar,married,secondary,no,-97,no,no,telephone,12,jun,427,3,-58,1,unknown,0
1,management,married,secondary,no,2062,yes,no,unknown,14,feb,313,3,47,0,unknown,0
1,unemployed,single,secondary,no,997,yes,no,cellular,15,nov,15,2,9,0,unknown,0
1,blue-collar,single,secondary,no,2029,yes,no,telephone,19,may,203,5,-2,0,unknown,0
1,services,married,secondary,no,-1804,yes,yes,cellular,21,may,-75,8,-3,1,unknown,0
1,technician,married,secondary,no,3058,yes,no,unknown,12,may,174,4,0,1,unknown,0
1,management,married,tertiary,no,2411,no,no,cellular,22,apr,272,2,-8,0,unknown,0
1,management,single,tertiary,no,507,no,no,cellular,23,jul,161,3,-13,1,unknown,0
