LIMIT_BAL,SEX,EDUCATION,MARITAL,AGE,PAY0,PAY2,PAY3,PAY4,PAY5,PAY6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,class-label
13448,0,3,2,1,4,5,0,0,0,0,144421,116552,137839,91134,30174,69414,-1782,22683,7626,-20142,28681,7442,0
287108,1,2,1,1,-2,0,0,0,0,0,132696,102560,49085,101179,61676,46513,-138,211,17817,14992,10209,4662,0
316435,1,2,1,1,1,6,0,0,-2,-2,24244,21539,25491,40034,36590,14554,4163,-11403,17232,17915,-1728,4425,0
226640,0,3,2,1,3,0,5,0,0,0,83328,38992,22575,30771,30248,15314,-2291,2993,12647,5265,13563,9319,0
245035,1,2,2,1,-2,6,-2,0,2,2,102881,90572,50284,65354,44271,67362,-5026,-2138,15326,11652,6247,14359,0
-18375,0,2,1,1,1,6,0,0,0,0,69223,73424,74333,32977,75237,66733,-12449,4498,8412,4722,-11135,-39,0
283578,1,4,1,1,-2,6,6,-2,4,-2,-13147,76305,53262,79450,76257,86945,-3511,-6581,7028,13096,-5686,-2466,0
205695,1,1,1,1,3,-1,-1,-2,-1,-1,-6440,-47825,-62261,-57795,-41102,-58965,-1646,5196,3827,14199,1204,8913,0
198885,0,2,1,1,0,0,0,0,0,0,130832,114777,16761,81443,91287,102152,-6024,7738,3460,21633,7559,12928,0
79634,0,2,2,1,-2,0,0,0,0,0,139075,155679,124426,103813,87356,47884,-3947,10352,17699,-3389,15187,19783,1
22168,0,2,1,1,0,-1,0,0,0,-2,53057,54273,36115,63760,29395,56454,2563,-526,12700,8971,7480,1157,0
190304,0,4,2,1,6,-1,0,6,0,-1,24350,3275,-89529,-30741,-52183,16847,8769,-1188,2448,9340,13585,-12960,0
252357,0,4,1,1,5,1,0,0,0,0,78951,105867,58872,108366,84439,110318,9878,-5043,-1921,6536,7941,-21006,1
-168518,0,2,2,1,0,0,0,0,0,0,106233,166416,106437,75172,105622,65813,-2939,13169,6963,-4934,3095,16891,0
151832,0,2,1,1,0,-1,0,0,0,-2,-7004,-41967,-46904,-16658,-9925,67501,-1112,-9089,10040,27757,-4087,-6425,0
75718,0,1,1,1,0,6,0,0,2,0,89425,122525,45362,55706,25068,95592,5296,3656,16332,13410,16615,1469,0
190745,1,2,1,1,1,6,6,6,-1,0,45777,34544,22900,63432,96949,24621,3669,2685,18079,17599,-5912,2626,0
-2540,0,3,1,1,0,0,0,0,2,0,128249,146400,95004,138092,133891,107473,-3638,15109,12681,-1194,3455,12595,0
-23583,0,1,1,1,0,0,0,0,0,0,46640,19829,18383,25205,17556,-2985,-2432,3571,10199,-6511,3492,5297,0
92232,0,1,2,1,6,-1,0,0,-1,-1,12890,-22011,-21133,-29645,-63966,37085,-5996,743,12144,4206,14132,962,0
52604,1,2,1,1,0,6,2,0,-1,0,74142,12956,-16103,32648,34368,3361,-6439,5964,15887,13450,-3946,18312,0
219880,0,2,2,1,4,0,0,0,0,0,131471,147820,51463,94174,53027,70928,-2710,10605,11761,8245,10867,8966,0
155473,0,2,2,1,1,-1,0,0,0,-1,14594,95294,14377,8704,11778,82774,13694,814,-3709,10958,1888,-7905,0
292009,1,1,1,1,4,-1,-2,0,-1,-1,16324,-60710,-20707,-45101,-45134,-25718,-1467,-734,7015,20022,7431,11825,0
318911,0,2,2,1,-2,0,0,0,-1,0,67027,71064,21435,40699,45283,81389,5252,7628,9402,24151,12125,16902,0
130598,0,2,2,1,0,6,0,-1,0,2,117062,100486,12302,43309,64608,22391,7181,6716,11365,10996,11732,19803,0
-25532,0,3,1,1,0,0,0,0,0,0,213471,257495,184730,272495,221237,190794,2691,26360,17970,4216,9696,14901,0
239486,1,1,1,1,-2,6,0,0,0,0,86993,70881,41007,59486,80982,46049,5,-420,10787,5135,14202,11606,0
117770,1,2,2,1,-1,-1,2,8,7,6,30332,-33410,-25410,-21051,-21170,-13747,-4377,-578,3940,10274,7720,65,0
125876,0,2,1,1,0,0,0,0,0,0,68004,88191,55560,60958,24605,35458,-11160,9250,23063,51,9305,19039,0
-99718,0,2,2,1,1,-1,0,8,-2,-1,-12270,-26407,-56290,-80269,-51507,-18358,4037,3005,12988,3566,4606,-5806,0
173174,1,2,2,1,0,6,2,0,2,6,97150,25830,42028,32493,29774,-7884,-7652,5563,8977,6798,2863,12812,0
129478,0,1,1,1,1,-2,0,0,2,-1,29192,-5800,4682,25148,-5800,32026,5790,14224,3520,10171,16885,14550,0
108201,0,4,3,1,2,0,4,8,-2,0,76750,125940,52321,57382,77593,87448,12122,15985,8961,658,2054,-1927,1
218561,0,2,1,1,2,-2,-2,-1,4,-2,-12995,31336,36465,13722,44994,15177,15127,4580,9077,13134,5450,-4274,0
203950,0,3,2,1,0,0,-1,0,0,0,17366,-21950,-31245,-7747,-12623,-18732,4610,2743,9861,8506,10537,10394,0
