age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,class-label
1,Private,176869.27,Prof-school,13.0,Married-civ-spouse,Prof-specialty,Husband,1,1,99999.0,0.0,99.0,United-States,1
1,Local-gov,250893.11,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,1,0,0.0,0.0,40.0,United-States,0
0,Private,67299.31,Assoc-voc,13.0,Never-married,Other-service,Own-child,1,0,0.0,0.0,1.0,United-States,0
1,Private,109073.14,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Private,13769.0,Bachelors,12.0,Never-married,Sales,Not-in-family,1,1,0.0,0.0,40.0,United-States,0
1,Private,1490400.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,1,1,0.0,0.0,50.0,Nicaragua,1
1,Private,13769.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,1,1,0.0,0.0,40.0,United-States,1
0,Private,13769.0,Some-college,11.0,Married-civ-spouse,Sales,Husband,1,1,0.0,0.0,42.277775,United-States,0
1,Private,144117.97,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,41.0,United-States,0
0,Private,1490400.0,Some-college,10.0,Never-married,Other-service,Own-child,0,0,0.0,0.0,1.0,Canada,0
0,Private,156467.19,HS-grad,9.0,Widowed,Exec-managerial,Unmarried,1,0,0.0,0.0,40.0,United-States,0
1,Private,89629.766,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Private,184255.33,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Private,1490400.0,Some-college,9.0,Divorced,Adm-clerical,Unmarried,1,0,0.0,0.0,75.0,United-States,0
1,Self-emp-not-inc,37723.78,Bachelors,13.0,Divorced,Exec-managerial,Unmarried,0,1,0.0,0.0,50.0,United-States,1
1,Self-emp-not-inc,126581.78,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,0,1,0.0,0.0,40.0,United-States,0
1,Federal-gov,205719.19,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,1,1,0.0,0.0,40.0,United-States,1
0,Private,122229.7,HS-grad,9.0,Never-married,Adm-clerical,Own-child,1,1,0.0,0.0,20.0,United-States,0
1,Private,179531.56,Bachelors,13.0,Married-civ-spouse,Sales,Husband,1,1,0.0,0.0,45.0,United-States,1
1,Self-emp-not-inc,13769.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,1,1,0.0,0.0,43.0,United-States,0
1,Private,80269.62,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,0,0,3908.0,0.0,55.0,United-States,1
0,Private,613018.4,Some-college,10.0,Never-married,Other-service,Not-in-family,1,0,0.0,0.0,1.0,United-States,0
0,Private,195449.73,Some-college,9.0,Never-married,Other-service,Own-child,1,0,0.0,0.0,40.0,United-States,0
1,Self-emp-not-inc,238937.03,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,1,1,0.0,0.0,40.0,United-States,0
0,Private,66512.516,Bachelors,13.0,Never-married,Sales,Not-in-family,1,1,0.0,0.0,35.0,United-States,0
0,Private,283883.8,10th,7.0,Never-married,Handlers-cleaners,Not-in-family,1,0,0.0,0.0,35.0,United-States,0
1,Private,221476.92,Masters,13.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,40.0,United-States,1
1,Local-gov,153654.62,Some-college,10.0,Divorced,Protective-serv,Unmarried,1,1,0.0,0.0,40.0,Honduras,0
1,Private,168855.66,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,1,1,0.0,0.0,40.0,United-States,1
1,Local-gov,237775.44,HS-grad,10.0,Never-married,Prof-specialty,Not-in-family,1,1,0.0,0.0,40.0,United-States,0
0,Private,1490400.0,Some-college,10.0,Never-married,Other-service,Not-in-family,1,1,0.0,0.0,20.0,United-States,0
0,Private,234103.8,Some-college,9.0,Married-civ-spouse,Machine-op-inspct,Husband,1,1,99999.0,0.0,40.0,United-States,1
1,Private,282145.7,HS-grad,9.0,Never-married,Other-service,Not-in-family,0,0,0.0,0.0,1.0,United-States,0
1,Self-emp-not-inc,62809.01,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,40.0,United-States,1
1,Private,357300.47,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,1,0,0.0,3900.0,45.0,United-States,1
1,Federal-gov,32359.43,Bachelors,12.0,Married-civ-spouse,Exec-managerial,Husband,0,1,0.0,0.0,40.0,Iran,1
0,Private,231296.61,HS-grad,9.0,Widowed,Adm-clerical,Own-child,0,0,0.0,0.0,12.0,United-States,0
0,Private,323959.97,Some-college,10.0,Never-married,Other-service,Not-in-family,0,1,0.0,0.0,3.6929617,United-States,0
1,Private,172773.8,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,1,1,0.0,0.0,40.0,Honduras,0
1,Private,220156.83,Some-college,10.0,Never-married,Sales,Own-child,1,0,0.0,0.0,40.0,United-States,0
1,Private,13769.0,Assoc-voc,10.0,Divorced,Adm-clerical,Not-in-family,1,0,0.0,0.0,40.0,United-States,0
1,Private,126837.04,Masters,15.0,Never-married,Prof-specialty,Not-in-family,1,0,0.0,0.0,99.0,United-States,0
1,Private,175141.78,Some-college,12.0,Divorced,Handlers-cleaners,Not-in-family,1,1,0.0,0.0,42.462814,United-States,0
1,Private,130628.37,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,1,0,0.0,0.0,40.0,Puerto-Rico,0
1,State-gov,119806.375,Assoc-acdm,12.0,Never-married,Tech-support,Own-child,1,0,0.0,0.0,1.0,United-States,0
1,Private,424068.88,Assoc-voc,13.0,Divorced,Craft-repair,Not-in-family,1,1,0.0,0.0,99.0,United-States,1
1,Private,111283.14,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,1,1,0.0,0.0,40.0,United-States,1
1,Private,179018.9,HS-grad,9.0,Separated,Adm-clerical,Unmarried,0,0,0.0,0.0,99.0,United-States,0
1,Private,211658.31,Bachelors,13.0,Never-married,Exec-managerial,Wife,1,0,0.0,0.0,40.0,United-States,1
1,State-gov,120274.41,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,0,1,0.0,0.0,45.0,United-States,1
1,Private,217582.28,Some-college,11.0,Never-married,Exec-managerial,Husband,1,1,0.0,0.0,50.0,United-States,0
0,Private,139156.62,Some-college,10.0,Never-married,Exec-managerial,Own-child,1,0,0.0,0.0,40.0,United-States,0
1,Private,437224.72,Bachelors,13.0,Never-married,Sales,Own-child,1,1,0.0,0.0,40.0,United-States,0
1,Private,167962.44,Some-college,9.0,Married-civ-spouse,Sales,Husband,1,1,0.0,0.0,40.0,United-States,1
0,Private,45863.71,Some-college,10.0,Never-married,Sales,Not-in-family,1,0,0.0,0.0,20.0,United-States,0
0,Private,198259.47,HS-grad,10.0,Never-married,Other-service,Other-relative,1,0,0.0,0.0,40.0,United-States,0
0,Private,119253.9,Some-college,13.0,Never-married,Handlers-cleaners,Not-in-family,1,1,0.0,0.0,1.0,United-States,0
1,Self-emp-inc,120839.766,Masters,16.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,55.0,United-States,1
1,Private,174407.06,Bachelors,13.0,Never-married,Other-service,Unmarried,0,0,0.0,0.0,40.0,United-States,0
0,Private,176961.48,Some-college,10.0,Married-civ-spouse,Tech-support,Wife,0,0,0.0,0.0,40.0,United-States,1
1,Private,13769.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Wife,1,0,0.0,0.0,45.0,United-States,1
1,Private,153222.27,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Private,161803.2,Masters,16.0,Never-married,Exec-managerial,Not-in-family,1,0,0.0,0.0,1.0,United-States,0
0,Private,250676.44,HS-grad,9.0,Never-married,Adm-clerical,Other-relative,0,1,0.0,0.0,40.0,United-States,0
1,Local-gov,193555.83,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,40.0,United-States,0
0,Private,150004.38,11th,9.0,Never-married,Other-service,Other-relative,0,0,0.0,0.0,1.0,United-States,0
1,State-gov,216893.1,Some-college,10.0,Widowed,Protective-serv,Not-in-family,1,1,0.0,0.0,40.0,United-States,0
1,Private,13769.0,HS-grad,9.0,Divorced,Transport-moving,Unmarried,1,1,0.0,0.0,40.0,United-States,0
0,Private,119112.375,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0.0,0.0,50.0,United-States,0
1,Private,172556.7,Assoc-voc,9.0,Married-civ-spouse,Sales,Husband,1,1,0.0,0.0,40.0,United-States,1
1,Private,96788.77,Some-college,10.0,Separated,Handlers-cleaners,Not-in-family,1,1,0.0,0.0,99.0,United-States,0
1,Private,197905.33,HS-grad,9.0,Divorced,Other-service,Unmarried,1,0,0.0,0.0,40.0,United-States,0
1,Private,203865.53,Some-college,9.0,Never-married,Other-service,Wife,1,0,0.0,0.0,40.0,Peru,0
1,Private,1490400.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,1,1,0.0,0.0,40.0,United-States,0
1,Private,171468.94,Some-college,10.0,Separated,Exec-managerial,Unmarried,0,0,0.0,0.0,40.0,Philippines,0
1,Local-gov,155201.4,Masters,14.0,Never-married,Exec-managerial,Not-in-family,1,0,0.0,0.0,40.0,United-States,0
1,Private,188589.36,Assoc-voc,11.0,Never-married,Machine-op-inspct,Unmarried,1,0,0.0,0.0,40.0,United-States,0
1,Private,254813.52,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Private,195595.39,HS-grad,9.0,Widowed,Craft-repair,Not-in-family,1,1,0.0,3900.0,1.0,United-States,1
1,Self-emp-inc,169988.89,Bachelors,11.0,Divorced,Sales,Unmarried,1,1,0.0,3900.0,43.0,United-States,0
1,Private,13769.0,Bachelors,14.0,Married-civ-spouse,Prof-specialty,Husband,1,1,0.0,0.0,20.0,United-States,0
0,Private,339509.34,Some-college,10.0,Never-married,Other-service,Own-child,0,1,0.0,0.0,25.450472,United-States,0
1,Private,511057.53,7th-8th,1.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Private,151086.0,HS-grad,9.0,Married-spouse-absent,Other-service,Not-in-family,0,0,0.0,0.0,1.0,United-States,0
1,Private,358443.78,Bachelors,12.0,Never-married,Transport-moving,Own-child,1,1,0.0,0.0,40.0,United-States,0
0,Local-gov,13769.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,1,0,0.0,0.0,40.0,United-States,0
1,Private,201135.34,HS-grad,9.0,Married-civ-spouse,Sales,Husband,1,1,0.0,0.0,40.0,United-States,0
0,Private,194972.0,HS-grad,8.0,Never-married,Handlers-cleaners,Own-child,1,1,0.0,0.0,35.0,United-States,0
1,Private,116343.88,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,1,1,0.0,0.0,50.0,United-States,0
0,Private,163653.81,Bachelors,13.0,Never-married,Prof-specialty,Own-child,1,1,0.0,0.0,40.0,United-States,0
1,Private,142721.5,HS-grad,10.0,Divorced,Sales,Not-in-family,1,0,0.0,0.0,50.0,United-States,0
1,Private,216016.03,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,1,1,0.0,0.0,40.0,United-States,0
1,Private,191927.22,Some-college,11.0,Divorced,Craft-repair,Not-in-family,1,1,0.0,0.0,40.0,United-States,0
1,Private,187086.62,Bachelors,11.0,Married-civ-spouse,Sales,Husband,1,1,0.0,0.0,55.0,United-States,1
1,Private,144072.3,HS-grad,9.0,Never-married,Other-service,Not-in-family,1,0,0.0,0.0,20.0,Cuba,0
1,Self-emp-inc,248277.28,HS-grad,9.0,Married-civ-spouse,Sales,Husband,1,1,0.0,0.0,35.0,United-States,0
1,Private,13769.0,Assoc-voc,12.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,45.0,United-States,0
1,Self-emp-not-inc,172219.4,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,40.0,United-States,0
0,Private,336577.1,Doctorate,10.0,Married-civ-spouse,Sales,Husband,1,1,0.0,0.0,47.084827,United-States,1
1,Local-gov,337238.56,Doctorate,12.0,Married-civ-spouse,Prof-specialty,Husband,0,1,0.0,0.0,40.0,United-States,1
1,Private,265404.56,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,40.0,United-States,1
0,Private,308063.03,HS-grad,9.0,Separated,Machine-op-inspct,Other-relative,1,1,0.0,0.0,40.0,United-States,0
1,Private,123407.02,9th,7.0,Divorced,Other-service,Unmarried,1,0,0.0,0.0,30.0,United-States,0
1,Private,72010.25,10th,1.0,Divorced,Transport-moving,Unmarried,1,1,0.0,0.0,40.0,United-States,0
1,State-gov,182728.75,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,0,1,0.0,0.0,50.0,United-States,1
1,Private,102877.73,Masters,16.0,Married-civ-spouse,Prof-specialty,Husband,1,1,0.0,0.0,40.0,United-States,1
0,Private,227936.55,Bachelors,11.0,Never-married,Adm-clerical,Other-relative,1,0,0.0,0.0,40.0,Vietnam,0
1,Private,162309.38,Some-college,9.0,Married-civ-spouse,Farming-fishing,Husband,1,1,0.0,0.0,45.0,United-States,0
0,Private,148163.4,10th,1.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Private,187721.73,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Local-gov,115576.805,Some-college,10.0,Widowed,Prof-specialty,Not-in-family,0,0,0.0,0.0,40.0,United-States,1
1,Private,164332.02,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,45.0,United-States,0
1,Private,166441.02,5th-6th,9.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,45.0,United-States,0
1,Self-emp-inc,119066.74,Assoc-acdm,10.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,40.0,United-States,1
