LIMIT_BAL,SEX,EDUCATION,MARITAL,AGE,PAY0,PAY2,PAY3,PAY4,PAY5,PAY6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,class-label
-80770,0,1,2,1,0,-2,-1,0,-2,2,-84774,-119287,-138385,-117686,-109679,-38187,-21453,3927,-19259,-22266,-25153,-685,0
70756,0,6,2,1,-1,2,5,2,2,2,29997,6924,-35319,28103,11061,-10948,3361,13786,-1604,-853,-5540,10260,1
-42519,0,1,2,1,2,2,0,-2,-1,0,-50490,-95404,-95881,-128332,-65211,-19540,-18560,3717,-4353,1590,-10890,2103,1
318863,0,2,1,1,5,0,-2,-1,0,2,109637,113031,88082,78937,102066,64277,19534,6475,25450,21933,21834,-4053,1
199090,1,1,1,1,1,8,5,6,0,2,92333,29686,42876,31443,40708,82612,12812,-469,-1153,-13,6715,446,0
206581,1,2,1,1,-1,-1,-1,-1,7,0,28699,56588,37637,84585,74618,54438,8583,10466,24180,10125,7996,9836,0
344483,0,4,2,1,1,-2,-2,5,2,-1,146308,117519,138669,97636,128354,56923,15612,-7167,20208,17412,24696,7284,0
155951,1,2,0,0,-1,2,0,0,0,2,42940,54550,28994,33103,23730,5761,13556,-10145,8951,10597,9658,2025,0
205074,1,2,1,1,4,2,0,0,2,-1,90124,19530,38363,31468,44360,40715,2266,21358,6986,4923,10549,10075,1
101808,1,2,2,1,-1,-1,-1,5,6,-2,4379,-24,-29560,-32654,-32379,21022,3115,14493,-712,3153,967,4495,0
45838,0,3,2,1,-2,-2,5,-1,-2,-2,33323,-27197,-3623,-3555,-12730,-10682,-6562,-159,-7835,-8193,-3827,8122,0
65631,1,2,2,1,0,5,-2,-2,-1,0,-44215,-41903,-71408,-55878,-18152,-12296,3228,-1048,560,-677,-13307,2595,0
228676,0,2,1,1,1,0,8,-1,0,6,86009,119311,68116,134255,133027,74635,20098,3552,36462,10041,24200,11339,0
135318,1,1,2,0,0,0,8,-2,8,0,53540,30636,-4031,35650,91857,83963,6167,-2977,7783,2887,10317,-9400,0
85213,1,1,1,1,-2,-2,2,8,2,2,-1514,277,-2925,-17238,-12887,-27067,-87,12325,-684,8662,-7027,10588,0
231899,1,2,1,0,2,0,0,6,6,-2,59112,54491,34935,92863,87793,51210,14323,2558,19224,1703,14714,12100,0
109005,1,1,1,1,-1,-2,3,-1,-2,-1,51686,43748,22880,11890,22013,67383,8097,7503,12719,447,11105,-3176,0
115362,0,3,1,1,3,0,2,0,0,8,35930,81484,51953,61985,25596,38739,11208,14423,13471,7057,4884,6836,0
84853,1,2,1,1,-2,2,0,-1,5,-2,-11816,1918,-9211,-14800,-9849,-3620,3876,-6328,5961,4660,107,7073,1
-53894,1,2,2,1,-1,0,4,-1,-1,5,-69093,-29798,-76205,-49500,-27280,-1482,-1471,14655,-1726,-2941,-17035,-357,0
178850,0,1,1,1,1,2,2,-1,0,-1,40852,40369,268,-11779,30909,79727,3040,-8494,12640,3584,20620,-5258,0
148468,0,2,2,1,0,2,-1,-2,0,7,57944,85817,55968,37423,12151,43190,12569,11732,11996,6055,6325,10050,0
17789,1,2,1,1,1,-1,3,-1,-2,2,26363,48152,33232,21429,31459,15667,5528,-3118,3020,-408,-2301,385,1
142314,0,3,2,1,0,2,0,6,4,4,18480,26289,2819,-3244,29405,50076,6755,12995,15800,1835,2232,2826,0
111943,1,3,1,1,5,-1,0,7,-1,4,45825,64363,54291,41088,32713,37735,16098,-1436,1816,2131,5701,10126,1
212797,0,3,1,1,-1,-2,0,1,-1,8,134130,177020,110371,107264,73295,75249,26341,3943,21519,26631,35017,7593,0
204133,0,2,2,1,0,0,6,0,-1,-1,115956,79545,50543,65086,36880,18543,21096,23839,1019,20242,9365,16297,0
312239,0,2,2,1,4,5,1,-1,-1,7,82254,190650,126900,134342,142838,154844,29328,9683,33047,21077,35994,-2375,1
176055,0,1,1,1,0,1,0,0,-1,-1,24160,85517,15780,70423,48171,37551,11268,14686,16543,11065,12133,-1038,0
197508,0,2,2,1,1,2,-1,-2,0,4,69164,104258,84436,78291,68678,66906,19915,-8118,19026,9301,17098,-10769,0
152824,1,2,1,1,6,2,6,0,-1,-1,69634,114977,67587,94769,75958,66526,22331,-1663,16910,6713,17423,990,0
175318,0,2,2,1,2,-1,3,0,-1,-1,18429,63378,33937,31498,66191,57859,16332,-1901,19029,9492,8778,-956,0
63858,0,1,1,1,-2,0,0,0,-2,0,51823,109563,52914,92870,70413,44378,4505,33337,-5908,3959,-10101,12952,1
196592,0,2,1,1,-1,2,0,0,8,-1,-14305,32258,3799,54096,63577,25865,9793,18136,16489,5068,4875,9254,0
17714,1,2,1,1,3,-1,-1,0,0,0,99075,154105,51114,77707,113181,181742,-3267,10528,-4500,-9169,4858,-1960,1
97749,1,1,2,1,0,0,-1,0,0,0,100639,247201,171521,140217,141240,200555,15721,55690,3883,12022,-4877,17752,0
266259,1,2,2,1,0,0,0,1,0,0,-24112,24748,-21815,-3215,27387,346,2500,22239,-573,11442,12874,4535,0
231054,1,1,1,1,0,0,1,0,-1,0,23924,57939,19276,20264,42101,72766,-2084,1268,5520,-533,13640,-3010,0
181380,0,3,2,1,0,0,0,0,-1,0,-61392,80982,1168,-36413,-7991,31880,15356,20936,5001,18913,16214,10512,0
76302,0,3,1,1,-1,0,0,-2,0,-2,-20837,51946,8757,9452,6507,9196,4431,1861,2483,16077,-1311,7174,0
72126,1,2,1,1,-1,-2,-2,0,-1,0,44196,149269,70500,72862,106682,78933,10107,20136,2710,8097,-6222,6403,0
225189,1,2,2,1,1,0,-2,0,-2,-1,7525,86483,34779,48062,72151,32657,20202,46314,1121,18919,-5956,7245,1
-90355,0,1,2,1,0,0,-1,2,0,0,219706,217065,208362,215812,171739,290383,-332,39214,-10166,-22766,-21489,10271,0
258310,1,1,2,1,0,0,0,0,0,2,-53178,-2066,-51062,-30407,13059,-49977,11763,24319,5247,27964,7942,3168,0
38935,1,2,2,1,0,-1,-1,0,0,0,160327,209555,151182,190584,193353,177561,7714,16277,1635,1163,-11415,9535,0
233072,0,2,1,1,0,0,-1,-1,2,-2,-85804,-29506,-64169,-60078,-37326,-113633,6985,5877,10524,29673,11629,9146,1
101317,1,6,2,1,2,-1,-1,0,2,0,94813,111285,87074,127617,105557,174951,-2854,11805,-9993,-14571,1625,10703,0
120488,0,2,1,1,4,0,0,0,0,0,-4749,103528,31844,32318,21412,30428,11331,26443,-6815,7583,3445,4105,0
-45267,0,2,2,1,0,0,0,0,0,0,91278,72045,115850,80297,70850,98597,3017,-11509,-4646,18484,8090,3088,0
21644,1,2,2,1,0,0,0,0,0,0,93105,28201,92946,64303,1889,68309,11347,24889,9279,15257,-8590,1904,0
63034,0,1,2,1,0,2,-1,0,0,-2,50935,11138,71431,-11311,-11974,48634,5254,2041,-7572,4948,-1418,-14627,0
-150943,0,2,2,1,2,0,0,2,-1,0,57745,7740,50525,80516,12570,116208,-11547,-1715,-6984,-7228,-400,-4671,1
205775,0,1,1,1,0,0,0,0,0,0,72340,5217,70149,93980,46193,65861,-471,-2234,11503,5229,21540,-2165,0
138943,1,2,1,1,1,0,0,0,0,0,22997,-29420,28877,53858,21339,53789,7973,2341,5564,9092,17770,-2353,0
60149,0,1,1,1,0,0,0,0,0,0,121013,107139,178784,88641,83216,92865,15497,18994,-10007,22814,18842,4458,0
368974,0,2,1,1,0,0,0,0,0,2,148475,38119,177512,47958,28503,124578,5945,5828,-3427,10186,21213,1662,0
292553,0,1,1,1,0,0,0,0,2,0,47674,-35712,30512,37048,4164,41018,1466,-15315,-8218,-8530,20092,-16180,0
-172984,0,2,1,1,0,2,0,0,0,0,103332,-15515,9123,78008,77538,108285,-7491,637,-4300,-10024,3476,-9719,0
80713,1,2,1,1,1,0,0,0,0,3,59054,-3466,48275,66930,3378,86191,-36,-8782,-1596,-3044,12729,-6265,1
-52109,0,2,1,1,0,0,0,0,0,2,116676,46692,127575,59443,48932,103805,12683,-1130,8143,20238,-4166,-5651,0
99444,1,2,2,1,0,-1,-1,0,-2,0,-4920,-32087,42807,61341,-16571,-47811,16235,4726,-6511,-3847,-10941,-9771,0
196167,0,2,1,1,0,2,-1,0,0,0,3843,-38930,17361,11350,-1660,7119,20624,-1966,4966,4933,-4090,-2766,0
236904,1,1,2,1,0,0,0,0,0,0,136863,61623,164568,79504,65135,69178,17216,15126,354,31078,19239,21863,0
-17160,0,1,1,1,2,0,0,0,0,0,69081,1220,71317,59061,20917,20680,9151,5285,-5242,10215,8490,-6958,0
519709,0,2,1,1,0,0,0,0,0,0,121276,68832,79111,102277,74884,76946,-6004,8779,4594,-328,8540,-1327,0
101774,1,2,2,1,0,0,0,0,0,0,118200,14725,63513,65806,81603,89238,-12216,19272,12768,3428,2979,3877,0
349021,0,2,1,1,0,0,0,2,0,0,114576,118598,61807,128739,123590,77256,-5386,-3441,4467,18552,7609,5147,0
144453,1,1,1,1,1,0,0,0,0,0,60855,4453,18633,24954,30978,16768,-2373,36205,-6648,148,3081,4425,1
63362,1,3,1,1,2,0,0,0,0,0,28964,-17149,20500,10795,13608,-11664,7714,15689,-1631,4520,-10918,14090,0
65490,0,3,1,0,2,0,2,-1,0,0,13824,-29891,-7065,5474,29669,5833,-2536,-11022,16595,1607,-2681,-13252,1
268984,0,3,1,1,0,0,0,0,0,0,235662,125893,106822,234573,165136,113580,-11303,-11629,4905,-9880,20574,16933,0
314644,0,2,1,1,-1,0,0,0,0,0,42141,51840,31037,49025,101954,50197,4410,7136,3408,14493,9767,7933,0
-83483,0,1,2,0,0,0,0,0,0,0,104751,36381,26377,82149,78428,39783,-17899,-14223,-1353,1219,26092,13509,0
504364,0,1,1,1,0,0,0,0,0,0,117269,49005,77182,158533,127337,95289,3848,15778,8530,838,9241,14304,0
47907,0,1,2,1,0,0,0,0,0,0,132357,65484,63291,89309,127489,48868,-9795,-3715,-5,6639,18635,3752,0
56357,0,2,1,1,-1,0,-1,2,0,0,29049,-59469,7247,5151,-12021,7220,-5625,10409,3535,-14536,-1073,993,0
211849,0,2,2,1,0,0,0,2,0,0,131740,59031,48741,56061,34417,32064,4269,12908,3102,11682,7030,10016,0
55932,0,1,1,1,0,0,0,0,-1,0,47747,-42558,-9250,72150,87094,11160,-200,13063,12142,1404,816,22517,0
-20035,0,2,2,1,6,0,0,0,0,0,31349,7934,-5215,77138,54427,38496,-16330,-9342,1629,-2725,-3939,-15156,0
287111,0,2,2,1,1,0,0,0,-1,0,104528,1882,22233,62968,91549,36047,3643,16504,-111,-4672,-1508,4921,0
119353,0,1,2,1,0,0,0,0,0,0,38260,75328,96863,97987,74886,34610,3164,-2724,16948,-1021,-3737,-2700,0
-8604,0,2,2,1,0,0,0,0,0,0,41331,62519,65066,68296,95156,20429,-838,-11653,12312,12911,-314,7141,0
67410,0,1,2,1,0,0,0,0,0,0,58194,143402,149589,133979,133043,13751,-315,-19488,-1812,-11456,-551,-19929,0
219860,1,3,2,1,0,0,0,0,0,0,43899,33468,99147,85122,53122,31973,1279,-6994,11096,-16935,-6092,63,0
202316,1,1,2,1,0,0,0,0,0,0,39859,85763,107546,71866,100975,44061,7060,2595,8908,16360,-25954,-10428,0
104819,1,1,2,1,0,0,0,0,0,0,59800,108141,156851,48434,73885,28093,8174,-5860,1861,6235,-8829,965,0
224014,0,3,2,1,1,2,-1,2,-2,0,45132,5374,38852,16539,38258,51900,-15761,574,6805,28340,-16913,-744,0
211849,1,2,2,1,0,0,0,0,0,0,71761,31372,67013,7023,-21040,6940,-9081,23766,5664,7018,-3668,-1632,0
340752,0,1,1,1,-1,0,0,0,0,2,40537,644,43783,38157,59553,28672,-4274,23842,14421,14848,-17283,9837,1
241946,0,3,2,1,0,0,0,0,0,0,13641,35161,59922,40470,48155,49115,-7924,24819,-5783,2366,-6957,-8637,0
133342,1,2,1,1,-1,0,2,3,0,0,-33478,19398,39192,22106,30998,24749,-410,14231,2018,5353,-1838,11857,0
167754,0,2,2,1,0,0,0,0,0,-2,50309,47510,43789,-3792,20884,37906,3027,14204,13709,23222,12151,21694,0
186015,0,2,1,1,-1,0,2,0,-1,0,7737,13393,41535,18165,64465,56672,-893,-4414,19043,22708,-13322,-12464,0
47070,0,2,2,1,0,0,2,2,-1,0,12123,22272,42560,-42101,17837,31776,-3532,-12834,18295,45259,-12181,-6006,1
129250,1,1,1,1,-1,-1,0,0,2,-1,37554,13377,48014,-13102,-17468,-3963,-20032,-9451,-10576,9679,1436,7543,1
8162,0,2,2,1,1,0,0,0,0,0,-11842,30839,58636,33983,4806,-16139,-9174,-3195,-15912,923,-837,1477,0
268935,0,2,2,1,0,0,0,0,0,0,67538,76456,1235,23766,21090,3120,23161,26937,1284,-7083,-4511,-17688,0
267552,0,1,2,0,0,0,2,0,0,0,44229,77188,-1538,7351,64069,30408,19792,18034,3427,11258,-1998,-19331,0
311198,1,2,1,1,0,0,0,-1,-1,-2,11280,44734,1062,17710,41926,12163,6740,18918,653,-4530,-741,-14517,0
283878,1,2,1,1,0,0,0,0,0,0,171846,138587,68933,47868,68251,50124,28373,27151,1565,-1032,3203,-15835,0
213172,0,2,2,1,0,2,0,-1,0,-1,52361,52270,12565,-3940,24932,5325,7691,-2325,-5965,-4068,3442,-8248,0
19462,1,2,2,0,0,0,0,0,0,0,78258,15429,-1569,-53512,-8297,-49862,20673,11146,-6386,-13489,12689,-11155,0
109904,1,3,2,0,0,0,0,-1,0,0,46152,47424,-3387,2152,40341,-8226,17606,6619,-6564,-4180,14957,-9294,0
90342,0,2,2,1,-1,-1,0,-1,-1,0,20399,75888,13755,3248,26190,54304,-3099,8917,18765,17761,12929,-16980,0
336056,1,2,2,1,0,0,0,0,0,0,29668,85004,8688,19607,16170,17959,32871,33451,-3250,-12834,-1565,-10724,0
291733,1,1,1,1,0,0,0,0,0,0,220403,166741,99319,43719,45431,77189,28568,21937,66,11747,21619,33398,0
201425,0,1,2,1,-1,0,0,0,0,0,94130,46876,24870,-17136,39415,26896,13222,2341,-13849,5337,13975,6244,0
314023,0,2,1,1,0,0,-1,0,0,-1,22472,38554,-1805,-1564,-17006,35014,16760,28768,11820,-9725,-1060,-9894,0
115047,1,2,3,1,2,-1,2,2,0,0,24025,20717,-9403,11528,57433,40671,3605,5908,18256,25797,-648,-10778,1
200451,0,1,1,1,-1,-1,0,-1,0,-1,31220,37797,687,27429,35558,20643,10750,31286,1079,-2818,687,2130,0
8597,1,2,2,1,1,2,0,2,0,0,27119,35816,-11333,7137,45708,-3862,-6011,-10979,-4519,22811,16756,5788,0
-19167,1,2,2,1,0,0,0,0,0,0,9874,21773,-25294,-31421,35219,-18199,2581,5907,-12438,4599,-3602,-21763,0
148029,1,1,2,1,1,-1,-1,-2,-1,-1,-48982,9304,16871,24427,34372,26326,23707,14138,2298,8888,13679,-4531,0
214735,1,2,1,1,0,0,0,0,0,0,50348,80222,73163,96864,30276,100748,-12115,-3633,18845,11613,-10420,151,0
121976,0,2,2,1,0,0,0,0,0,0,-1782,45077,24489,17751,19488,87887,-2069,-11822,4146,32707,-257,6998,0
-95550,1,2,2,0,1,2,2,2,2,2,10098,3127,64776,49362,54132,37325,11378,7151,5772,-3187,8434,24151,1
318898,0,1,2,1,0,0,0,0,0,0,28443,63861,26537,23069,-22410,55771,1359,-442,7336,4578,-2628,15900,0
113434,0,2,2,1,0,0,0,0,0,2,42375,65672,68463,46458,-8498,57763,-5987,-5476,9340,-5925,-142,12483,0
165694,1,2,2,0,0,0,0,0,0,0,51804,80826,78987,63370,9527,57156,-5850,-1648,-2954,166,-6139,17100,0
290480,0,3,2,1,0,0,0,0,0,0,19838,38367,270,27701,5815,38317,767,-10904,-2103,11055,-20833,10002,0
139871,1,2,1,0,0,0,0,0,0,0,-19792,27032,10654,16703,8679,69370,-8507,-1505,-14412,23336,-6851,26867,0
57360,0,2,1,1,0,0,0,-1,0,2,-32705,14520,13120,12740,-7741,12339,-372,-7202,-5773,7979,12300,24282,1
86706,1,2,2,1,2,0,0,0,2,-2,43639,66361,78872,54496,51350,73409,7914,4513,-4262,9707,18440,23979,1
8220,1,1,2,1,-1,-1,-1,-1,-1,-1,-60741,-35176,-29043,-20529,-34490,-9766,33682,-619,18051,6067,20153,23324,0
78933,1,3,1,1,0,0,0,0,0,0,-9161,61120,42397,123557,31516,121619,-10895,6359,23545,13002,-12795,14732,0
71403,1,2,2,1,-1,0,0,0,0,0,45369,78431,50323,73863,59756,92120,-5468,-4223,13138,16492,3560,2930,0
30628,0,3,2,1,0,2,2,0,0,0,52031,81181,78290,93668,58604,83104,1523,-8386,9772,12602,12935,13550,1
3641,0,2,1,1,2,2,2,2,0,2,40409,62378,63263,72931,47813,61779,2077,5095,7891,4505,17084,10076,0
96510,0,2,1,1,-2,-1,-1,-1,-1,-1,19782,-7419,648,19069,2545,-6407,-8329,19025,23860,5261,9016,-9855,0
540129,1,1,1,1,2,0,0,0,0,0,126113,114258,118009,82101,83136,26991,17256,23456,-3257,-2797,9334,1383,0
114462,0,2,1,1,3,2,2,-1,0,0,14094,48707,43618,49656,27756,4714,-8635,15454,4628,466,737,-13745,0
-4591,0,3,2,1,0,0,0,0,0,0,57526,22253,2255,27026,8470,-21285,2903,1115,12651,12907,5722,15768,0
-289933,1,3,2,1,0,0,0,0,0,0,156149,114734,92511,82845,67071,15502,16771,-4668,-2177,12691,-949,-3282,1
144836,0,3,2,1,0,0,0,0,0,0,92268,70939,36880,85159,62045,5351,10934,-1571,11034,11434,1924,25397,0
124343,1,3,1,1,1,0,0,2,0,2,72930,48038,42476,19148,32665,-8603,3049,5789,614,1054,-1973,-6690,0
25112,1,3,1,0,1,2,2,2,2,0,16102,16170,22621,24493,15594,-7124,-5085,-510,-610,-7182,-14356,-10575,1
403205,0,2,1,1,-1,0,0,0,0,0,108488,116042,49994,53149,-2223,-7274,-13172,775,-3019,3244,4281,6270,0
110653,0,3,1,1,1,-2,2,2,-1,-1,22916,31150,40864,-6782,32725,7379,-2341,8995,-9559,6041,3807,-1375,1
46918,0,1,2,1,0,0,0,0,0,0,62576,98146,50931,85765,63767,26111,7472,-4113,4884,23511,2866,-3237,0
-117664,0,2,2,1,-1,2,2,0,0,2,-12241,-2197,20542,22952,19773,-14259,2807,16943,16729,-3847,1971,-10414,1
115278,1,1,2,1,0,0,0,0,0,0,129207,95829,35469,56389,68783,5252,27179,-13847,5668,13674,-6001,7689,0
107304,1,2,1,1,0,0,0,0,0,0,120926,103277,44361,84247,63478,24713,7841,-2356,6910,17979,9336,4134,0
72454,1,2,2,1,1,0,-1,2,2,-1,13992,5172,27799,19009,41057,-11020,4446,24486,8328,-3731,5263,-2318,0
140411,1,1,2,1,0,0,0,0,0,0,104423,99018,43602,55788,69285,14555,19575,-5234,-6625,11773,-1389,7616,0
114801,0,2,1,1,0,0,0,0,0,0,26169,33395,39935,26787,18936,51923,2003,3249,14797,4482,8109,-4414,0
300791,0,2,1,1,-1,-2,-1,-1,-1,-2,16080,3931,-60,-10520,12461,9757,11891,2537,-4192,7182,233,4377,0
77236,0,1,2,0,-1,-1,-1,-1,-1,-1,211,-8912,-1358,-34175,-37981,-23244,3124,14860,5100,5090,7140,-3184,0
-45442,1,2,2,1,0,0,0,0,0,0,40521,41952,43489,6416,39363,78100,6155,-8880,6327,5250,2989,23209,0
29419,0,2,2,1,-1,0,0,0,-1,-1,12269,193,15533,-4376,4181,8006,15285,4141,13050,-2028,11594,2431,0
16649,0,2,2,1,1,0,0,0,0,0,36747,46379,75402,32490,75820,78616,19091,-1129,15510,6247,10440,80,0
103997,0,2,1,1,0,0,0,0,0,0,9579,28122,21837,1570,-2172,29172,-3851,-537,7350,4061,835,-4398,0
97651,0,2,2,0,1,-2,2,-2,-2,-1,12118,13800,7421,-44752,-24793,-6065,19066,828,-6888,-1012,550,5932,1
59169,0,2,2,1,-1,-2,-1,-1,0,-1,-23150,-6230,-1366,-14663,25808,31474,13485,-3532,2202,12333,4613,4505,0
-81799,0,3,2,1,0,0,2,0,0,0,23974,42315,55726,14222,31231,62393,77,3433,1845,198,9419,8831,1
263361,0,1,2,1,0,0,0,0,0,0,67927,52196,53467,34008,32355,45404,2686,5880,18314,4038,-210,-1309,0
33478,0,2,2,1,0,0,0,0,0,0,18844,20336,56965,28029,70240,85601,7923,11472,11501,8416,8407,5050,0
250327,0,1,1,1,0,0,0,0,0,0,105613,92645,55025,28708,-11227,14870,-4602,-33,20597,-12123,5336,15165,0
147343,0,2,1,1,0,0,0,0,0,0,54878,72657,62010,36765,28123,63583,1264,2687,13074,2571,957,10119,1
78974,0,3,1,1,0,0,-1,-2,-1,-1,20397,32833,13277,1143,-33849,-7045,-5666,-3237,8831,-3842,7481,379,0
140976,0,1,1,1,1,0,2,2,0,0,4194,36608,61918,39247,68398,77269,13737,15779,2112,6797,3241,-4852,1
427092,0,2,1,1,-1,-1,-1,-1,-1,-1,40628,48071,171,24857,10131,35999,5251,-8471,7650,16388,-634,24684,0
192078,0,2,2,1,1,-1,0,2,-1,-1,-2101,7229,21089,20841,44600,46074,9551,857,2887,13592,4666,11474,0
217137,1,2,1,1,-1,3,-1,0,-1,-1,33949,47561,20118,15787,-28086,-276,-7046,7249,6222,-5159,4336,6871,0
229087,0,1,1,1,3,0,0,0,0,0,59167,46993,34215,32998,15084,24733,7551,1837,517,6494,4491,12297,0
226078,0,2,2,1,0,0,0,0,0,-2,79434,64333,35267,23374,8849,12526,5466,-4316,-839,-3498,930,12753,0
271451,0,1,2,1,-1,-1,-1,-1,-1,-1,11313,23181,26067,10293,6548,-3286,2777,1626,13509,5900,14309,759,0
7214,0,1,2,0,0,0,0,0,0,-1,-10658,-18497,30916,185,30612,1477,11840,9285,-1036,4156,18032,-9631,0
77846,0,3,2,1,3,2,0,-1,0,0,-7953,-9541,18413,13465,25206,27156,3099,6593,19,13057,10831,-1362,0
72404,0,1,1,0,0,0,0,0,0,0,-25402,-15854,26346,10791,30243,8742,9599,7741,-13783,7026,11882,-17192,0
284716,0,2,1,1,1,2,2,0,2,2,144851,112241,72393,70593,48234,66562,6083,-2152,14012,8533,-708,13429,1
82453,0,2,2,1,0,0,0,0,2,0,22876,26102,28033,46769,30350,35094,-1870,4562,-956,4836,1294,-8887,0
137008,0,2,2,1,0,0,0,0,0,0,98891,72716,49524,51309,20703,27688,1090,-597,-802,1692,-1243,-5845,0
328454,1,3,2,1,-1,-1,-1,-1,-2,-2,-22103,-12560,-21369,10390,21089,23054,3283,-3098,1747,10552,-4591,18488,0
190459,0,2,1,1,0,0,0,0,0,0,74801,44494,77214,46738,26815,16094,6820,20173,5801,9538,15718,-6753,0
165709,0,3,2,1,-1,-1,-1,-1,-1,-1,-19830,-13532,-19447,-3332,2596,2419,-34,-5805,4560,11057,3945,12187,0
135308,0,2,2,1,0,0,0,0,0,0,51186,30473,26171,19149,25166,35192,1418,-3618,-8355,9895,5148,2724,0
