LIMIT_BAL,SEX,EDUCATION,MARITAL,AGE,PAY0,PAY2,PAY3,PAY4,PAY5,PAY6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,class-label
212207,0,4,2,1,4,7,-1,0,-1,-2,91282,147901,74787,195984,93881,121546,14576,-1497,20516,-5974,12501,4601,1
216939,1,6,2,1,8,-2,8,4,-1,0,20085,70699,66257,46383,87052,17488,29391,6417,4821,6559,2361,18266,0
112618,1,5,2,1,0,4,-2,4,-1,5,-4630,20447,45575,47889,32591,-6157,16111,-8246,19205,-2006,6555,1722,0
151705,1,4,2,1,0,0,2,-2,-1,-1,-22048,41911,3620,3800,24832,-20796,17382,-5087,3078,6215,-8414,1000,0
43962,0,3,1,1,0,0,-2,-1,0,0,-59046,-6035,-52247,-74530,14051,-15672,-9349,10450,904,8943,-11168,-4128,0
147423,0,3,1,1,0,-2,-2,0,-2,-1,134173,32246,186113,107932,83296,93347,7605,15995,20922,11236,13923,23727,0
38375,0,2,1,1,0,-2,-1,-1,0,-2,-29155,-16507,70121,-4090,42596,2500,2400,-2327,18532,-4274,992,3092,0
361281,0,3,2,1,2,-2,6,-1,0,3,91451,70961,100254,134025,52678,93855,9341,8569,8478,13123,14544,18531,1
353630,0,6,2,1,2,6,-1,-2,4,-1,142119,133805,145340,183307,82797,148007,13176,2729,14599,-1966,9480,8382,1
373479,0,2,2,1,5,8,-2,4,-1,0,139259,101852,191184,167991,85976,156641,23479,10670,18915,8811,14752,25058,0
133330,1,3,3,1,0,3,-1,-2,-1,6,50619,57270,59833,117727,97239,125957,9559,179,7809,3780,9052,-4337,0
364961,1,2,2,1,-1,0,0,-2,-2,0,150547,80665,143670,121887,91944,91037,29454,22268,12326,869,16630,11020,0
147070,0,1,1,1,0,-1,0,-2,0,8,55914,45100,31394,95472,35992,9146,23814,-6249,3877,4630,4758,-1398,1
71703,1,2,2,1,0,0,2,2,0,0,-112935,-2496,-38439,-91526,-10943,-64196,2811,-9905,-5235,6710,-15354,-9208,0
55839,0,3,0,1,8,2,2,0,8,-1,137095,20252,126261,71035,76146,118454,19689,26633,10738,10228,2623,6401,0
133165,0,2,1,1,4,-1,0,-2,6,3,63738,23329,59088,16065,36464,110209,-10088,-192,1122,17897,-10541,3368,0
177473,0,1,1,1,3,0,6,0,0,7,30628,9280,212769,84074,99666,63961,19073,-403,20428,-3995,10084,16557,0
380663,1,5,1,1,-1,0,4,1,0,-1,105079,96605,147486,170422,76046,161563,26013,-8756,14604,-2182,11763,3218,1
-49836,1,1,2,1,-1,-2,2,0,-1,0,-51068,-34631,-8410,-75555,250,-45032,3290,12321,-5434,5725,-8673,1580,1
223905,1,2,1,1,1,-2,2,0,7,0,-31700,45960,47158,9001,7114,-8448,9423,10068,9204,-2135,3191,21471,0
87920,1,2,2,0,0,7,0,-2,2,3,-58245,37730,-13199,-35739,-8302,-21951,-4223,2480,-166,-2102,-7584,-7575,0
465911,0,2,1,1,0,2,6,8,4,-2,198702,171705,127808,186784,129235,197185,24235,15585,17047,750,21942,23609,1
136056,1,2,0,1,0,0,-1,2,0,0,-67623,-42652,9904,-72332,2662,-19251,-5608,-5093,-8469,17067,-13644,-9424,0
279263,1,1,1,1,0,-2,2,-1,-2,3,21951,44536,57525,56195,48395,83101,3670,-4189,3832,11137,2598,1321,0
214280,1,2,1,1,5,2,-2,2,-1,-1,36100,113210,68530,115196,57142,69413,-6419,2005,2759,6247,13552,9463,0
155348,0,2,1,1,0,0,-1,5,0,0,-19901,63982,1709,3845,4715,6329,17287,-18015,5423,8672,2771,2124,0
225503,0,2,2,1,1,8,1,1,-2,0,21266,69166,18200,37232,22430,11936,4819,-1224,3035,-6448,2168,3881,0
144712,0,1,2,1,-2,2,-2,-1,6,0,71150,124259,66627,73919,75755,67476,25645,-5200,15916,5569,3776,17930,0
517241,0,2,2,1,0,7,5,-2,5,8,112142,129773,63644,101415,39348,89756,24560,-7244,1822,5765,5920,1848,1
-30641,1,2,1,1,1,0,2,2,2,8,-45827,30416,-36617,2608,38151,-5666,8364,-4677,5848,1477,-4379,-2876,1
218044,1,6,2,1,-1,0,2,-1,-2,-1,20319,40835,41866,41950,36467,37720,9627,-6068,-734,982,-1206,-5517,0
79333,0,2,1,1,1,2,-1,0,4,4,-23151,51207,-40273,-31045,-1599,-4020,5663,-6879,-2999,7384,-2036,-1249,0
136850,1,3,1,1,1,2,0,0,0,0,43656,-11402,29882,-19566,36376,-1382,7009,3176,4731,14327,-3713,372,0
-81096,1,2,2,1,-1,0,-1,8,2,2,41396,13185,6556,-40153,45176,17672,885,10055,3518,2594,-11496,9158,0
69102,1,2,1,1,0,-1,0,0,0,-2,213623,226637,145165,123285,157851,95959,-23150,16536,4798,16971,1984,5157,0
79026,1,2,1,1,0,0,0,0,-1,0,111883,88365,39341,22986,87664,58614,-14821,7928,7134,11337,-879,6413,1
40850,1,1,2,1,0,2,2,-1,-1,0,14588,-11240,-4928,-3146,24407,-15640,-1798,5082,7086,3772,-1293,848,1
257188,1,1,1,1,0,0,0,0,0,-1,23492,7122,42744,-9033,38351,8948,-11810,14151,4260,2911,13378,16089,0
217834,0,3,1,1,1,0,-2,0,2,0,61311,51104,13571,-34413,44487,6359,2449,18666,6779,7237,6439,26364,0
128926,1,2,2,1,0,0,2,-1,0,-2,83891,55571,-6727,-6795,33171,44154,9543,15165,4020,10737,-3241,28218,0
284377,0,1,1,1,0,-1,-2,0,8,0,-6969,-76940,-29310,-125142,-23524,-51388,17274,6273,7169,6336,3849,22506,0
157556,0,1,1,1,0,0,-2,6,-1,-1,-67625,-117547,-69132,-131930,-47413,-79368,20320,9983,12498,747,-837,17702,0
105716,1,1,2,1,0,-2,0,0,-2,0,139624,173789,104740,96769,108365,18827,-1792,-5554,8241,10310,14826,13821,0
307448,0,3,2,1,-1,0,0,2,0,0,57065,47639,12920,43739,45180,12453,24399,-14329,19059,-2082,23201,2979,0
56277,1,1,2,1,0,-2,-1,0,2,0,43485,5091,15811,-37816,26021,-19387,4552,15867,15994,-2678,1194,22664,0
148584,0,1,2,1,-1,2,0,0,-1,0,58994,46320,7451,44581,55190,-7109,20192,-2506,6466,1413,-4983,-3934,0
378236,0,2,2,0,1,0,0,0,-1,-1,-80226,-102668,-133965,-150050,-87834,-100566,4723,-8622,7403,-7700,4121,12711,0
140071,0,2,1,1,0,0,0,0,0,-1,175788,199096,109165,77391,127614,63756,-10174,13740,1576,6797,5892,35204,0
-47012,0,2,2,1,0,0,0,0,2,0,127144,29751,75803,70116,61007,71583,7700,-12958,-2996,17018,-21477,-5242,0
142953,1,1,1,1,0,0,0,0,0,0,162948,96671,34022,20684,43074,35340,2000,25923,-17261,1053,12635,28823,0
40499,0,1,2,1,-1,2,0,-1,-1,2,-48251,-111376,-90898,27030,-54006,-15284,-14184,-2369,-7512,-6911,17915,-1433,0
-194535,0,2,2,1,3,0,0,0,0,0,158204,122355,96236,15015,98982,-17132,31189,6948,-2222,4398,-3261,16397,0
179086,0,2,2,1,0,0,0,0,2,2,73829,2098,3911,53986,28618,29858,21096,22698,-4661,58,-635,36359,0
372210,0,3,2,1,2,0,-1,-1,-1,0,134026,38772,35394,58293,3372,16474,16347,7477,3979,14370,5938,6266,0
143390,0,2,1,1,0,0,0,0,0,0,150135,87164,5353,82446,71800,85592,27180,17342,-13072,20561,4407,4014,0
366648,1,2,2,1,2,-2,0,0,-1,-1,83440,-28042,56037,51098,16128,6528,9881,-4018,-2462,17053,15586,23356,0
317702,0,2,2,1,-1,0,0,0,0,0,70008,-75990,25527,18962,-41292,76605,-10542,24542,-11797,9751,2432,10233,0
-71499,1,2,2,1,2,2,2,0,0,0,63936,-64859,16892,30506,-28738,-8351,5767,955,-6540,452,4389,-4265,0
162778,0,3,2,1,0,0,2,0,0,0,129259,31772,45368,89995,60248,64361,19890,32216,4190,12155,-8003,14204,0
386824,0,1,1,1,0,0,2,0,0,0,199072,114898,34569,42847,45054,20442,33841,36893,-5899,22855,23311,37327,0
230963,1,1,1,1,0,0,-1,0,0,0,96333,-3870,45029,45882,21569,27354,-835,1782,-285,-2150,25452,10798,0
342993,0,3,2,1,-1,2,0,0,0,0,87368,-55691,29614,6046,-26504,13438,-11924,16775,-7878,-949,16194,21796,0
-85592,1,2,2,1,0,-1,0,0,0,0,60084,24651,16862,104037,41843,-28859,13012,12451,290,7871,9339,9509,0
288645,1,2,1,1,-1,-1,0,0,3,-2,24379,-31733,-35569,34489,-10531,15281,11430,29334,5895,3458,11661,22454,0
185063,0,2,2,1,2,0,-2,-1,2,0,76272,57843,86854,45861,28487,5895,14192,732,7873,-14283,-2688,5830,1
-66817,0,2,2,1,0,0,0,0,0,0,25378,18438,36063,-18414,-28091,-20104,949,-14065,-309,-23072,579,6759,1
-44083,0,2,2,1,0,2,0,0,2,0,22443,25349,7269,-11124,-14991,-10068,30034,11655,-819,-12873,-8603,27549,0
101566,0,2,2,1,0,0,0,0,0,2,96773,92643,40588,-17286,-9805,37768,290,-12630,-806,-15514,-7030,-5245,0
306548,0,2,1,1,0,0,0,0,0,0,94459,210008,107068,87473,35670,78864,-10665,2254,14172,-6760,12829,14158,0
44712,0,3,1,1,-1,-1,-1,6,-1,-1,-29764,8338,-14481,-44147,-50256,-72917,8542,2504,10117,-800,-1992,3100,0
76438,1,1,2,1,0,0,2,0,0,0,104599,114437,71554,189,35576,23389,5736,7164,15668,1125,8719,14104,0
27289,0,2,1,1,2,-1,0,-1,-1,2,17958,31742,31128,23752,-27639,-28191,3337,2703,20154,10750,48,12257,0
30176,1,2,1,1,-1,-2,-1,0,-1,0,8381,-19750,11488,-35956,-42642,-844,9496,-8094,391,-18668,-18138,33351,1
358800,0,1,2,1,0,2,0,-1,-1,-1,36286,35711,-1595,9293,-29426,79511,8919,19624,-203,7849,-9949,2510,0
209593,1,2,2,1,0,0,2,0,0,0,118387,27156,152377,25516,2750,69319,9864,1784,22596,8524,-6190,13613,0
155487,0,2,1,1,0,0,0,0,0,0,103701,123021,115590,26067,49717,74039,9376,12286,15548,810,19576,17375,0
46854,0,2,2,1,0,0,0,0,0,-1,99767,77901,87685,14574,-5532,21394,-543,4065,10389,-6678,-1335,22338,0
48957,0,2,1,1,1,2,2,0,0,0,42753,57355,-18510,21054,-16779,35729,13432,-1257,9205,-18805,-8463,10368,0
278363,0,2,1,1,0,0,0,0,0,0,74954,38887,122126,109709,70472,89561,10497,19698,25321,4597,8299,15375,0
-82834,1,2,2,1,0,0,0,0,0,0,59030,64968,79965,-1266,6580,-4814,11178,5263,6702,-5560,2229,34677,0
57296,0,2,2,1,0,0,0,0,0,0,30016,1494,10394,53988,-39324,29673,11295,-3291,3928,-5168,11665,1968,0
172470,0,3,2,1,1,-1,-1,-2,-1,-1,46865,155120,35554,79616,36266,51148,17394,6810,16258,28424,13999,1489,1
185341,1,2,2,1,0,-1,2,-1,-1,-2,43751,65947,90500,43239,37275,32052,30618,42267,3595,28683,3097,26602,0
268423,1,2,2,1,1,-1,-1,2,0,0,22989,40174,45147,-21573,-39675,-12679,4325,2056,-14728,-9964,3114,6450,0
296956,1,1,1,1,0,0,0,0,0,0,108605,67281,113044,161758,33713,124534,20787,-940,12624,-341,8551,-6917,0
108487,0,2,2,1,0,0,0,0,0,0,45603,39737,22673,2537,-18413,48662,8608,-4149,-10950,14446,-12502,39650,0
231827,1,2,2,1,-1,0,-1,-2,-1,2,52094,136686,40711,64740,34433,53318,42374,32429,2379,16215,-4713,13373,0
60463,1,3,2,1,0,0,0,0,0,0,34551,60865,35045,52061,-1121,229,29969,5211,7285,11779,8872,15028,0
154880,0,2,1,1,0,0,0,0,0,0,32592,16008,38448,10454,-18462,34632,8876,-11398,-10200,7093,4830,84,0
297381,1,3,1,1,0,0,0,0,0,0,78130,133906,65585,110152,38127,79852,-4649,-131,7483,13598,4485,-1408,0
39425,1,3,2,1,1,0,0,0,0,0,-11842,34850,11007,34932,-23615,-11610,-18118,-17760,-4814,-6137,26398,4339,0
173057,0,2,2,1,0,0,0,0,0,0,146845,61777,115399,206694,71041,154008,31890,20674,9479,8185,10856,-2453,0
333693,0,1,1,1,-1,-1,0,-1,-1,0,34243,100402,40030,48861,8175,10703,4351,-11334,353,7127,9106,-792,0
83427,1,2,2,1,0,0,0,0,0,0,100766,39596,29112,97056,-15905,100976,32779,26868,3536,-7057,3855,4812,0
105833,1,3,1,1,0,-1,2,-1,2,2,41360,54234,59307,20033,-16395,-15412,53,9347,-7124,15841,-6242,11988,0
124724,1,3,2,1,0,0,0,0,0,0,86752,85828,50024,106525,4289,111953,6757,-3238,-1561,6578,10465,18332,0
101661,1,2,2,1,0,2,0,0,0,0,61880,178740,46944,81541,53357,21988,-4312,38236,2994,-788,18049,26918,0
100829,1,1,1,1,0,0,0,0,0,0,55982,132074,73226,65311,31267,32100,-8894,8767,-10977,-3555,-11970,10519,1
320690,0,1,1,1,-1,-1,-1,-1,-1,-1,-55168,-76741,-26817,-27110,4993,15021,4426,8459,8784,-21238,13716,10768,0
146430,0,3,2,1,0,0,0,0,0,0,39425,104969,88991,64791,9366,-17637,8485,24748,15163,-8339,-9038,8535,0
31757,1,2,2,0,0,0,0,0,0,0,11015,92638,25121,-17213,-54249,-35162,-16110,-15753,-13231,208,-10388,114,0
119032,0,2,2,1,0,0,0,0,0,0,43321,90287,10347,-5635,-10063,6317,-6404,-246,2769,-1609,-6697,9171,0
171821,1,2,3,1,1,1,-1,2,2,-1,-355,30992,7271,2788,2557,8875,-2373,32030,-10476,-5430,-10898,6571,1
62738,0,3,2,1,0,2,0,0,0,0,69474,134991,73291,42363,46841,24399,-2628,34169,-318,6985,1778,13970,0
