age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,class-label
1,Local-gov,19302.0,Masters,13.0,Divorced,Prof-specialty,Unmarried,1,0,0.0,0.0,40.0,United-States,0
1,Private,234582.8,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,1,1,0.0,0.0,40.0,United-States,0
1,Private,234896.77,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,1,0,0.0,0.0,35.0,United-States,0
1,State-gov,185932.66,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,33.36931,United-States,1
0,Private,123153.37,HS-grad,9.0,Never-married,Adm-clerical,Own-child,1,0,0.0,0.0,40.0,United-States,0
1,Private,196823.9,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,1,1,7298.0,0.0,40.0,United-States,0
1,Private,114044.914,9th,7.0,Never-married,Machine-op-inspct,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Self-emp-inc,102093.336,Bachelors,13.0,Married-civ-spouse,Sales,Husband,1,1,0.0,0.0,40.0,United-States,1
0,Private,19302.0,Assoc-voc,13.0,Never-married,Sales,Own-child,1,1,0.0,0.0,45.0,United-States,0
0,Private,99069.22,Bachelors,12.0,Never-married,Sales,Own-child,1,0,0.0,0.0,40.0,United-States,0
1,State-gov,137205.05,9th,9.0,Divorced,Farming-fishing,Unmarried,1,0,0.0,0.0,40.0,United-States,0
1,Private,47886.1,Some-college,10.0,Divorced,Adm-clerical,Unmarried,0,0,0.0,0.0,40.0,United-States,0
1,Private,175216.72,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,1,1,0.0,0.0,45.0,United-States,1
1,Private,96078.76,Bachelors,13.0,Married-civ-spouse,Sales,Husband,1,1,0.0,0.0,45.0,United-States,1
1,Private,144353.77,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,1,1,0.0,0.0,50.0,United-States,1
1,Private,167475.3,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,1,0,0.0,0.0,40.0,United-States,0
1,Private,211389.17,HS-grad,9.0,Separated,Exec-managerial,Not-in-family,1,0,0.0,0.0,40.0,United-States,0
1,State-gov,260577.64,Some-college,10.0,Never-married,Transport-moving,Not-in-family,1,0,0.0,0.0,50.0,United-States,0
0,Private,1366120.0,Doctorate,13.0,Married-civ-spouse,Exec-managerial,Husband,1,1,99999.0,4356.0,50.0,United-States,1
1,Self-emp-inc,157289.92,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,40.0,Italy,0
1,Private,106874.37,Masters,14.0,Divorced,Prof-specialty,Other-relative,1,0,0.0,0.0,40.0,United-States,0
1,Private,179483.44,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,1,1,0.0,0.0,50.0,United-States,0
1,Private,175895.02,7th-8th,9.0,Married-civ-spouse,Transport-moving,Husband,1,1,0.0,0.0,40.0,Cuba,0
1,Private,134996.23,HS-grad,9.0,Never-married,Sales,Not-in-family,1,0,0.0,0.0,41.0,United-States,0
0,Private,211529.03,Bachelors,14.0,Married-civ-spouse,Prof-specialty,Husband,1,1,99999.0,0.0,99.0,United-States,1
1,Local-gov,214015.8,Masters,16.0,Divorced,Prof-specialty,Not-in-family,1,1,0.0,0.0,45.0,United-States,0
1,Private,194126.56,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,0,1,0.0,0.0,50.0,United-States,0
1,Private,93817.59,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,0,0,0.0,0.0,40.0,United-States,0
1,Private,153319.11,Some-college,10.0,Never-married,Other-service,Own-child,1,0,0.0,0.0,30.0,United-States,0
1,Private,179001.08,Some-college,11.0,Never-married,Prof-specialty,Not-in-family,1,0,0.0,0.0,8.987032,United-States,0
1,Private,194445.84,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,0,1,0.0,0.0,40.0,United-States,0
1,Private,40659.137,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,40.0,United-States,0
0,Private,124022.43,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,1,0,0.0,0.0,40.0,United-States,0
1,Private,167334.73,HS-grad,9.0,Divorced,Machine-op-inspct,Unmarried,1,0,0.0,0.0,40.0,United-States,0
0,Private,161056.53,Some-college,11.0,Never-married,Sales,Own-child,0,1,0.0,0.0,1.0,United-States,0
1,Private,164267.9,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,0,1,0.0,0.0,40.0,United-States,1
0,Private,108160.48,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,0,0,0.0,0.0,40.0,United-States,0
1,Private,367439.3,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,60.0,United-States,1
1,Private,191169.11,Assoc-acdm,11.0,Married-civ-spouse,Adm-clerical,Husband,1,1,0.0,0.0,40.0,United-States,1
1,State-gov,193548.12,Some-college,10.131263,Divorced,Adm-clerical,Not-in-family,1,1,0.0,0.0,44.0,United-States,0
0,Federal-gov,87555.734,Prof-school,13.0,Married-civ-spouse,Exec-managerial,Husband,1,1,99999.0,0.0,50.0,United-States,1
1,Private,153501.16,11th,6.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Private,102092.375,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,50.0,United-States,0
1,Private,170465.61,5th-6th,9.0,Never-married,Handlers-cleaners,Own-child,0,1,0.0,0.0,40.0,United-States,0
0,Private,232436.61,Some-college,12.0,Never-married,Exec-managerial,Own-child,1,1,0.0,0.0,38.0,United-States,0
1,Self-emp-not-inc,139474.33,10th,7.0,Never-married,Sales,Own-child,1,1,0.0,4356.0,40.0,United-States,0
1,Private,91074.12,HS-grad,9.0,Widowed,Machine-op-inspct,Unmarried,1,0,0.0,0.0,40.0,United-States,0
1,Private,165045.64,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,1,1,2955.953,0.0,40.0,United-States,1
1,State-gov,142822.06,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,0,1,0.0,0.0,40.0,Scotland,0
1,Self-emp-not-inc,19302.0,Bachelors,10.0,Married-civ-spouse,Prof-specialty,Husband,1,1,0.0,0.0,47.0,United-States,1
1,Private,116597.53,Bachelors,13.0,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0.0,0.0,40.0,United-States,0
1,State-gov,151888.02,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,1,1,0.0,0.0,40.0,United-States,1
1,Private,165482.05,Some-college,12.703765,Never-married,Prof-specialty,Own-child,1,0,0.0,0.0,25.0,United-States,0
1,Private,38348.85,HS-grad,9.0,Never-married,Other-service,Own-child,1,1,0.0,0.0,40.0,United-States,0
1,Private,164844.45,11th,9.0,Never-married,Craft-repair,Not-in-family,1,1,0.0,0.0,10.0,United-States,0
0,Self-emp-inc,143020.12,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,4356.0,99.0,United-States,1
1,Self-emp-not-inc,105045.41,Some-college,10.0,Divorced,Craft-repair,Not-in-family,1,1,0.0,0.0,40.0,United-States,0
1,Private,79571.055,Assoc-voc,10.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,40.0,United-States,0
0,Private,88834.76,HS-grad,9.0,Never-married,Sales,Own-child,1,1,0.0,0.0,40.0,United-States,0
0,Private,93897.66,Some-college,10.0,Married-civ-spouse,Sales,Wife,1,0,0.0,0.0,40.0,United-States,0
1,Self-emp-inc,67762.98,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,1,1,0.0,0.0,42.0,United-States,1
0,Private,139947.44,11th,4.135449,Never-married,Other-service,Own-child,0,0,0.0,0.0,1.0,United-States,0
1,Private,212609.1,Some-college,10.0,Married-civ-spouse,Sales,Husband,1,1,99999.0,0.0,60.0,United-States,1
1,Self-emp-not-inc,400226.22,HS-grad,9.0,Divorced,Sales,Unmarried,1,1,0.0,0.0,40.0,United-States,0
1,Private,237203.62,11th,2.0,Never-married,Handlers-cleaners,Own-child,1,1,0.0,0.0,40.0,United-States,0
1,Private,194205.31,Some-college,9.0,Married-civ-spouse,Tech-support,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Private,166838.47,HS-grad,9.0,Separated,Adm-clerical,Unmarried,0,0,0.0,0.0,40.0,United-States,0
1,Local-gov,65819.82,Assoc-acdm,10.0,Divorced,Exec-managerial,Unmarried,1,1,0.0,0.0,40.0,United-States,0
0,Private,120212.516,HS-grad,9.0,Never-married,Other-service,Own-child,1,1,0.0,0.0,24.0,United-States,0
1,Private,319628.03,Bachelors,14.0,Never-married,Prof-specialty,Unmarried,1,0,0.0,0.0,40.0,United-States,0
1,Private,150865.3,HS-grad,9.0,Never-married,Other-service,Own-child,0,0,0.0,0.0,1.0,United-States,0
1,Private,81643.73,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Self-emp-not-inc,159983.12,Masters,13.0,Divorced,Prof-specialty,Unmarried,1,0,0.0,0.0,40.0,United-States,0
0,Private,210608.02,9th,1.0,Never-married,Other-service,Own-child,0,0,0.0,0.0,1.0,United-States,0
0,Private,33332.17,Some-college,10.0,Never-married,Sales,Own-child,1,1,0.0,0.0,1.0,United-States,0
1,Local-gov,295201.9,HS-grad,9.0,Divorced,Craft-repair,Unmarried,1,1,0.0,0.0,40.0,United-States,0
0,Private,138839.97,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,1,1,0.0,0.0,40.0,United-States,0
1,Private,168314.62,Masters,13.0,Divorced,Exec-managerial,Not-in-family,1,0,0.0,0.0,40.0,United-States,0
0,Private,258960.89,Masters,13.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,40.0,United-States,1
0,Private,184787.86,Assoc-voc,10.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,45.0,United-States,0
1,Private,427181.88,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,1,1,0.0,0.0,45.0,United-States,1
0,Private,80130.27,HS-grad,9.0,Never-married,Sales,Not-in-family,1,0,0.0,0.0,40.0,United-States,0
0,Private,202959.16,Some-college,10.0,Married-civ-spouse,Exec-managerial,Wife,1,0,0.0,0.0,40.0,Jamaica,0
1,Private,66215.83,Bachelors,13.0,Married-civ-spouse,Sales,Husband,1,1,0.0,0.0,35.0,United-States,1
1,Private,354716.38,Bachelors,10.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,50.0,United-States,1
1,Private,214420.9,11th,9.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,40.0,United-States,0
0,Private,19302.0,Some-college,10.0,Never-married,Other-service,Own-child,1,0,0.0,0.0,1.0,United-States,0
1,Private,187323.95,Masters,15.0,Never-married,Prof-specialty,Not-in-family,1,0,0.0,0.0,12.0,United-States,0
1,Private,87539.375,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,1,0,0.0,0.0,40.0,United-States,0
1,Self-emp-inc,19302.0,Masters,15.0,Never-married,Prof-specialty,Not-in-family,1,0,0.0,0.0,99.0,United-States,0
1,Local-gov,206413.19,Assoc-acdm,13.0,Never-married,Protective-serv,Not-in-family,0,1,0.0,0.0,50.0,United-States,0
1,Private,133873.42,HS-grad,9.0,Divorced,Sales,Not-in-family,1,0,0.0,0.0,40.0,United-States,0
1,State-gov,93808.29,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,0,0,0.0,0.0,40.0,United-States,0
1,Private,178995.3,10th,3.0,Widowed,Other-service,Wife,1,0,0.0,0.0,40.0,United-States,0
1,Private,164941.22,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Local-gov,146576.83,Masters,13.0,Separated,Exec-managerial,Not-in-family,1,0,0.0,0.0,50.0,United-States,1
1,Private,190516.86,Some-college,12.0,Married-civ-spouse,Prof-specialty,Husband,1,1,0.0,0.0,40.0,United-States,0
0,Local-gov,1366120.0,Some-college,9.0,Married-civ-spouse,Other-service,Husband,0,1,0.0,0.0,40.0,United-States,0
1,Self-emp-not-inc,140491.47,HS-grad,9.0,Divorced,Sales,Not-in-family,1,0,0.0,0.0,40.0,United-States,0
1,Federal-gov,82908.89,HS-grad,9.0,Married-spouse-absent,Other-service,Not-in-family,1,0,0.0,0.0,40.0,United-States,0
1,Private,1366120.0,5th-6th,9.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,40.0,Italy,0
0,Private,85706.4,HS-grad,9.0,Never-married,Sales,Not-in-family,1,1,0.0,0.0,99.0,United-States,0
1,Local-gov,97480.58,Prof-school,14.0,Married-civ-spouse,Prof-specialty,Husband,1,1,0.0,0.0,50.0,United-States,1
1,Private,154516.86,HS-grad,7.0,Married-civ-spouse,Other-service,Husband,0,1,0.0,0.0,40.0,Philippines,1
1,Private,191178.83,7th-8th,4.0,Married-civ-spouse,Sales,Husband,1,1,0.0,0.0,45.0,United-States,1
1,Local-gov,82831.76,Masters,13.0,Married-civ-spouse,Prof-specialty,Husband,1,1,0.0,0.0,40.0,United-States,1
1,Private,169618.67,11th,6.0,Never-married,Handlers-cleaners,Husband,1,1,0.0,0.0,40.0,United-States,0
0,Private,189470.98,11th,6.0,Never-married,Other-service,Own-child,1,0,0.0,0.0,1.0,United-States,0
1,Private,170137.58,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,1,1,0.0,0.0,40.0,United-States,0
1,Private,202097.42,Masters,13.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,47.0,United-States,1
1,Private,191930.28,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Self-emp-inc,255924.03,Assoc-acdm,10.0,Married-civ-spouse,Prof-specialty,Husband,1,0,0.0,0.0,40.0,United-States,1
0,Private,149637.94,HS-grad,9.0,Married-civ-spouse,Sales,Husband,1,1,0.0,0.0,25.0,United-States,0
1,Private,105538.24,Some-college,11.0,Never-married,Adm-clerical,Not-in-family,1,1,0.0,0.0,40.0,United-States,0
1,Self-emp-inc,293982.75,Bachelors,11.0,Married-civ-spouse,Prof-specialty,Husband,1,1,0.0,0.0,40.0,United-States,1
1,Self-emp-not-inc,138106.08,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,1,1,0.0,0.0,40.0,United-States,1
1,Private,143488.94,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Private,94515.16,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,0,1,0.0,0.0,40.0,Philippines,0
1,Private,160774.05,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Self-emp-not-inc,1366120.0,HS-grad,9.0,Divorced,Farming-fishing,Unmarried,1,1,0.0,0.0,40.0,United-States,0
0,Private,1366120.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,1,0,0.0,0.0,1.0,United-States,0
1,Private,1366120.0,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,1,1,0.0,0.0,50.0,United-States,1
1,Private,185617.27,10th,9.0,Married-civ-spouse,Sales,Wife,1,0,0.0,0.0,40.0,United-States,0
1,Local-gov,234646.73,7th-8th,7.0,Married-civ-spouse,Prof-specialty,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Private,192268.27,10th,7.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,40.0,United-States,1
1,Local-gov,180707.58,Some-college,13.0,Never-married,Other-service,Not-in-family,1,0,0.0,0.0,40.0,United-States,0
1,Private,143161.38,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0.0,0.0,40.0,United-States,1
1,Private,19302.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,1,1,0.0,0.0,99.0,United-States,0
1,Private,106112.12,HS-grad,9.0,Divorced,Transport-moving,Unmarried,0,1,0.0,0.0,50.0,United-States,0
1,Private,187001.23,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,1,1,0.0,0.0,40.0,United-States,1
1,Self-emp-inc,169090.95,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,40.0,United-States,1
1,Private,130828.85,Masters,13.0,Never-married,Exec-managerial,Unmarried,0,0,0.0,0.0,40.0,United-States,0
1,Private,160360.06,Bachelors,12.0,Divorced,Exec-managerial,Not-in-family,1,1,0.0,0.0,40.0,United-States,1
0,Private,19302.0,HS-grad,9.0,Widowed,Other-service,Not-in-family,1,0,0.0,0.0,34.0,United-States,0
1,Private,162305.55,HS-grad,10.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,40.0,United-States,0
0,Self-emp-inc,190100.6,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,59.385586,United-States,0
1,Private,96018.45,HS-grad,9.0,Never-married,Adm-clerical,Other-relative,0,0,0.0,0.0,40.0,United-States,0
1,State-gov,79700.71,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,1,1,0.0,0.0,45.0,United-States,0
1,Private,132846.84,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,1,0,0.0,0.0,99.0,United-States,0
1,Self-emp-inc,181097.12,Some-college,10.0,Married-spouse-absent,Exec-managerial,Unmarried,1,0,0.0,0.0,40.0,Canada,0
1,Private,182396.75,HS-grad,9.0,Never-married,Sales,Not-in-family,1,0,0.0,0.0,99.0,United-States,0
1,Private,116044.61,HS-grad,9.0,Divorced,Machine-op-inspct,Not-in-family,1,0,0.0,0.0,40.0,United-States,0
1,State-gov,19302.0,Masters,16.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,40.0,United-States,1
1,Self-emp-not-inc,323813.3,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,1,0,0.0,0.0,40.0,United-States,0
1,Private,200585.77,Bachelors,11.0,Married-civ-spouse,Sales,Husband,0,1,0.0,1902.0,40.0,United-States,0
1,Private,1366120.0,HS-grad,9.0,Divorced,Tech-support,Not-in-family,1,0,0.0,0.0,40.0,United-States,0
1,Private,209373.2,Assoc-acdm,10.0,Married-civ-spouse,Sales,Husband,1,1,4942.429,0.0,99.0,United-States,1
1,State-gov,1366120.0,Assoc-voc,10.0,Divorced,Other-service,Unmarried,1,1,0.0,0.0,40.0,United-States,0
1,State-gov,19302.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,1,1,0.0,0.0,40.0,United-States,1
0,Federal-gov,203327.94,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,0,1,0.0,0.0,40.0,United-States,1
1,Local-gov,247886.0,Bachelors,13.0,Married-civ-spouse,Protective-serv,Wife,0,0,0.0,0.0,38.0,United-States,0
1,Self-emp-inc,83273.48,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,40.0,United-States,0
0,Private,229286.2,Some-college,9.0,Widowed,Sales,Unmarried,1,0,0.0,0.0,16.552746,Jamaica,0
0,Private,249667.86,Some-college,11.0,Married-civ-spouse,Handlers-cleaners,Husband,0,1,0.0,4356.0,40.0,Philippines,1
1,Private,321793.22,HS-grad,9.0,Divorced,Handlers-cleaners,Own-child,1,1,0.0,0.0,40.0,United-States,0
1,Self-emp-not-inc,174652.94,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,45.0,United-States,0
1,Federal-gov,186848.64,Bachelors,12.0,Never-married,Tech-support,Not-in-family,1,1,0.0,0.0,40.0,United-States,0
0,Private,358974.16,10th,9.0,Never-married,Transport-moving,Not-in-family,1,1,99999.0,0.0,40.0,United-States,0
1,Self-emp-not-inc,1366120.0,Some-college,10.0,Divorced,Exec-managerial,Unmarried,1,1,0.0,0.0,35.0,United-States,0
1,Private,210900.38,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,0,1,0.0,0.0,40.0,United-States,0
1,Private,162333.52,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,99.0,United-States,0
1,Private,68803.53,Bachelors,13.0,Never-married,Sales,Not-in-family,1,0,0.0,0.0,40.0,United-States,0
1,Private,216902.28,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,1,1,0.0,0.0,40.0,United-States,0
1,Self-emp-not-inc,269990.25,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,1,1,0.0,0.0,50.0,United-States,1
1,Private,1366120.0,Bachelors,13.0,Married-civ-spouse,Handlers-cleaners,Husband,1,1,0.0,0.0,40.0,United-States,0
0,Private,1366120.0,Some-college,12.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,44.0,United-States,1
1,Private,302646.94,HS-grad,9.0,Never-married,Other-service,Not-in-family,1,1,0.0,0.0,40.0,United-States,0
1,Private,189857.62,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0.0,0.0,40.0,United-States,1
1,Private,172054.55,Some-college,10.0,Divorced,Other-service,Unmarried,0,0,0.0,0.0,10.714486,United-States,0
1,Private,192197.56,Some-college,10.0,Married-civ-spouse,Exec-managerial,Unmarried,1,0,4827.1733,0.0,99.0,United-States,1
1,Federal-gov,164540.52,Bachelors,11.0,Never-married,Adm-clerical,Not-in-family,1,0,0.0,0.0,40.0,United-States,0
1,Self-emp-inc,210541.31,Bachelors,11.0,Never-married,Prof-specialty,Not-in-family,1,1,0.0,0.0,45.0,United-States,1
1,Private,177425.36,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,1,1,0.0,0.0,40.0,United-States,0
1,Private,165392.48,Assoc-voc,10.0,Married-civ-spouse,Handlers-cleaners,Husband,1,1,0.0,0.0,40.0,United-States,0
1,Private,156366.45,Assoc-acdm,11.0,Divorced,Sales,Not-in-family,1,0,0.0,0.0,40.0,United-States,0
1,Private,236762.38,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,1,0,0.0,0.0,45.0,United-States,0
0,Private,213260.08,HS-grad,9.0,Married-civ-spouse,Sales,Husband,1,1,0.0,4356.0,40.0,United-States,0
1,Private,358515.97,Bachelors,13.0,Divorced,Craft-repair,Not-in-family,1,1,0.0,0.0,40.0,United-States,1
1,Local-gov,228314.03,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,1,1,0.0,0.0,35.0,United-States,0
0,Private,149018.66,HS-grad,9.0,Never-married,Adm-clerical,Own-child,1,0,0.0,0.0,1.0,United-States,0
1,Private,246632.52,Some-college,9.0,Widowed,Sales,Not-in-family,1,0,0.0,0.0,40.0,United-States,0
1,Private,224284.86,Assoc-acdm,11.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,99.0,United-States,1
1,Private,208445.5,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,1,0,0.0,0.0,40.0,United-States,1
1,Private,148903.48,Assoc-acdm,13.0,Divorced,Prof-specialty,Not-in-family,1,0,0.0,0.0,40.0,United-States,0
0,Federal-gov,146327.55,Doctorate,13.0,Married-civ-spouse,Prof-specialty,Husband,1,1,99999.0,0.0,48.0,United-States,1
1,Private,232363.7,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,1,1,0.0,0.0,40.0,United-States,1
0,Private,142779.45,Some-college,10.0,Never-married,Adm-clerical,Own-child,1,0,0.0,0.0,38.0,United-States,0
1,Local-gov,145874.73,Doctorate,13.0,Married-civ-spouse,Prof-specialty,Husband,1,1,99999.0,0.0,40.0,United-States,1
