Age,Language,Sex,Marital,Has-Credit,Field,Month-of-birth,Day-of-birth,Region,Number_of_credits,Linked-cards,INPS_mln_sum,INPS-yes-no,Score-level,Score-class,Score_point,Changed-phone-number,class-label
36,1,2,4,1,13,12,1,12,2,1,2,1,0,4,16,0,0
40,1,1,6,1,7,5,2,1,2,1,2,1,0,10,56,2,1
38,1,2,7,1,5,2,2,13,2,1,3,0,0,0,97,0,0
36,1,1,4,1,6,11,2,13,2,0,2,1,3,0,158,0,1
34,1,2,1,1,16,10,2,9,2,1,2,1,0,3,57,1,0
31,1,2,5,1,13,11,2,3,2,3,4,1,1,7,9,0,1
33,2,1,5,1,9,6,2,12,2,0,2,1,4,7,32,0,1
33,1,2,7,1,20,11,2,10,2,1,1,0,2,9,81,2,0
27,1,2,7,1,16,2,2,8,2,2,2,1,0,3,127,0,1
39,2,1,4,1,8,6,2,12,2,1,4,1,0,3,48,2,1
37,2,1,4,1,10,7,1,12,2,1,3,1,0,11,36,0,1
40,2,2,5,1,20,1,2,7,1,1,3,1,0,0,99,0,1
36,1,2,4,1,0,12,1,11,1,1,4,1,0,0,119,1,1
35,1,1,4,1,18,2,2,5,1,1,4,1,1,6,72,0,0
36,2,1,4,1,1,11,1,7,2,1,2,1,4,0,58,3,0
39,2,1,4,1,2,12,2,12,2,1,3,1,4,0,28,1,0
36,1,2,4,1,17,11,1,13,2,1,1,0,0,0,21,0,1
31,1,2,5,1,21,12,1,12,2,1,2,0,2,11,121,0,1
35,1,1,4,1,13,11,1,13,2,1,2,1,0,10,20,0,1
39,1,2,4,1,9,6,2,12,2,1,2,1,0,0,25,0,1
33,1,2,4,1,13,12,1,13,2,1,4,0,0,0,124,1,1
34,2,2,5,1,12,1,2,13,2,1,2,1,2,9,170,1,0
36,1,2,4,1,12,11,1,12,2,2,2,1,0,0,138,0,1
39,1,1,5,1,4,12,2,13,2,1,3,1,0,0,101,0,1
41,2,1,4,1,0,12,2,0,2,1,5,1,3,0,145,0,1
41,1,2,4,1,1,12,1,4,2,1,1,0,0,2,57,0,1
37,2,1,5,1,17,12,1,8,2,1,3,0,2,0,94,1,1
43,1,2,4,1,0,11,2,13,2,1,2,1,0,0,73,0,0
37,1,2,7,1,21,6,1,7,2,1,3,1,1,6,46,1,1
45,1,2,5,1,17,1,2,12,2,1,2,0,2,0,113,0,0
35,1,2,4,1,20,2,1,8,2,2,1,0,3,8,84,0,1
40,1,1,4,1,2,11,1,2,2,1,4,1,0,0,46,0,1
32,1,2,4,1,20,2,1,13,2,1,2,0,0,5,34,0,1
43,1,1,6,1,8,12,1,13,1,1,5,1,4,0,146,0,1
37,1,2,7,1,20,2,1,11,2,1,2,0,0,0,36,0,1
37,1,2,6,1,0,11,1,1,2,1,2,1,0,0,55,0,1
28,1,2,7,1,12,11,1,3,2,1,0,1,0,0,19,0,1
45,1,1,4,1,10,5,1,13,2,1,1,1,0,0,38,0,1
36,1,2,7,1,15,2,1,10,2,1,1,1,0,0,61,0,1
26,1,2,6,1,20,8,1,12,2,1,1,1,0,5,66,1,1
27,1,2,6,1,13,4,1,12,2,2,3,1,3,0,28,2,1
32,1,2,3,1,11,9,1,2,2,1,2,1,0,0,33,0,1
35,1,2,4,1,13,11,1,13,2,1,2,1,0,0,77,0,1
43,1,2,6,1,13,4,1,13,2,1,2,1,0,0,49,0,1
46,1,2,4,1,3,12,1,1,2,1,1,1,0,0,61,0,1
35,1,2,5,1,3,1,1,13,1,2,2,1,3,0,146,0,1
47,1,2,4,1,13,4,2,12,2,1,4,1,3,5,35,0,1
42,1,2,4,1,13,8,1,3,1,1,4,1,3,11,109,0,1
