LIMIT_BAL,SEX,EDUCATION,MARITAL,AGE,PAY0,PAY2,PAY3,PAY4,PAY5,PAY6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,class-label
360000.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,179406.19,100980.234,58076.22,29099.46,36715.035,46988.926,6901.6387,2109.1,5000.0,2394.6099,1600.0364,10000.0,1
100000.0,1,0.0,2.0,1,0.0,-1.0,0.0,-1.0,0.0,-1.0,79517.1,26172.02,35653.527,5410.876,7743.557,47648.285,873552.0,3696.6204,1200.0,4.931779,3000.0,200.0,1
80000.0,1,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,6783.819,17003.318,24404.176,4868.541,3567.6958,1730.9243,3700.0,6111.334,1000.0,0.0,326.05606,574.61115,0
140000.0,1,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,80289.72,87451.414,44901.195,66224.48,87925.055,45538.918,2018.9443,2500.0,2000.0,2000.0,1100.0,2000.4956,0
10000.0,0,6.0,2.0,1,8.0,0.0,0.0,0.0,0.0,0.0,21800.635,21896.494,27961.479,17267.645,1127.4254,7512.716,5000.0,3000.0,10300.703,500.0,1500.0,5222.5728,1
170000.0,0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,225218.42,49238.383,50505.28,64260.96,82682.6,52331.36,2000.0,2121.102,2171.0015,5000.0,3000.0,0.0,0
780000.0,0,1.0,3.0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-15308.0,1996.0614,-61506.0,-34503.0,-20320.0,-73895.0,4415.3584,0.0,0.0,621000.0,0.0,1006.8039,0
180000.0,1,1.0,1.0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3464.343,2081.305,780.0,20079.19,12212.845,53124.91,2528.6267,1800.0,5748.2505,0.0,2698.2434,4855.1333,1
170000.0,0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,70480.06,28217.16,147067.39,51406.934,179798.66,48813.504,2000.0,5498.7827,3138.19,2500.0,8201.888,1000.0,0
20000.0,1,0.0,1.0,1,-2.0,-2.0,-2.0,-1.0,0.0,-1.0,1872.1152,295.08276,0.0,9226.406,1604.6903,2971.6492,0.0,389.97693,0.0,0.0,0.0,0.0,0
20000.0,1,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,49252.88,69314.31,31779.81,35573.54,17824.648,23350.93,2299.36,2201.618,0.0,3000.0,1767.6147,0.0,0
190000.0,0,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1464.1178,17808.293,8347.298,1650.8456,0.0,2895.1145,37454.598,7716.256,1080.8788,1000.0,549.6825,4000.0,0
150000.0,1,2.0,2.0,0,0.0,0.0,0.0,0.0,-2.0,-2.0,7728.3525,13316.249,0.0,-34503.0,0.0,15384.786,873552.0,1800.0,389.9441,0.0,3000.0,5284.398,1
110000.0,1,2.0,2.0,1,-2.0,-2.0,-2.0,-2.0,-1.0,0.0,704.39996,551.33594,-61506.0,205.53235,-20320.0,1382.9558,10604.502,2174.5698,5000.0,621000.0,2000.0,600.0,1
240000.0,1,1.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,56276.797,75415.305,124523.91,60383.76,141675.31,52305.316,5209.705,1227082.0,4689.591,16878.74,4235.3496,2500.0,0
