age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,class-label
1,retired,single,secondary,no,768.6934,no,no,cellular,7.0,sep,319.96732,1.0,-1.0,0.0,success,1
1,retired,married,unknown,no,724.1402,no,no,unknown,4.0,jun,127.0,2.0,-1.0,0.0,unknown,0
1,blue-collar,married,unknown,no,1410.2347,no,no,unknown,28.0,jun,181.0,3.0,-1.0,0.0,unknown,0
1,admin.,married,secondary,no,2227.0269,no,no,cellular,1.0,feb,96.0,1.0,-1.0,0.0,unknown,0
0,retired,married,tertiary,no,2246.2454,no,no,cellular,31.0,sep,4918.0,1.0,182.0,6.0,success,1
1,blue-collar,married,primary,yes,-473.6417,yes,yes,cellular,11.0,jul,184.0,3.0,-1.0,0.0,unknown,0
1,blue-collar,married,primary,no,3837.4949,yes,no,unknown,21.0,may,77.0,1.0,-1.0,0.0,unknown,0
1,management,single,tertiary,no,-8019.0,no,no,cellular,12.0,jul,2.0,4.0,-1.0,0.0,unknown,0
1,management,single,tertiary,no,935.9822,no,no,cellular,7.0,oct,404.54785,2.0,166.04156,4.0,other,1
1,technician,married,secondary,no,492.6728,yes,no,cellular,28.0,aug,15.628526,2.0,-1.0,0.0,unknown,0
1,management,married,tertiary,no,1122.988,no,no,cellular,16.0,aug,412.0,1.0,-1.0,6.965089,success,0
1,services,single,secondary,no,-8019.0,yes,no,unknown,21.0,jul,173.5238,2.0,-1.0,0.0,unknown,0
1,services,married,secondary,no,0.0,yes,no,cellular,21.0,may,93.0,2.0,-1.0,0.0,unknown,0
1,services,married,secondary,no,1345.5941,no,no,cellular,18.0,may,216.0,1.0,-1.0,0.0,unknown,0
1,services,single,secondary,no,599.58704,yes,no,unknown,15.0,may,339.5862,2.0,-1.0,0.0,unknown,0
1,services,married,secondary,no,4460.2793,yes,no,cellular,26.0,apr,4918.0,2.0,-1.0,0.0,unknown,1
1,services,married,secondary,no,144.0,no,yes,cellular,28.0,jul,214.29814,2.0,-1.0,0.0,unknown,0
1,blue-collar,married,secondary,no,362.0,yes,no,unknown,15.0,may,158.0,1.0,-1.0,0.0,unknown,0
